,'sitemeter1', 'sitemeter2', 'sitemeter3', 'Tablet computer charger', 'Dish washer', 'Air handling unit', 'Fridge', 'HTPC', 'Freezer', 'Kettle', 'Lamp', 'Laptop computer', 'Stove', 'Television', 'Audio system'
2012-06-01 06:15:00+02:00,37.5603876633,21.2518332566,0.0,1.0410688,0.0,0.0,0.391242466667,0.451141655556,22.3606978889,0.0,0.0298074666667,0.0,,0.0,0.451141655556
2012-06-01 06:30:00+02:00,115.495644326,21.2223876762,0.0,1.11244231111,0.0,0.0,70.480161,0.482504444444,29.6931398,0.0,0.0248395555556,0.00251773333333,,0.0,0.482504444444
2012-06-01 06:45:00+02:00,46.9803010548,21.2009699673,0.0,1.06814151111,0.0,0.0,0.383860533333,0.424603911111,30.8809014444,0.0,0.0223556,0.0,,0.0,0.424603911111
2012-06-01 07:00:00+02:00,35.8668787956,21.1375522423,0.0,1.11982577778,0.0,0.00496371111111,0.359254088889,0.446316611111,20.2419926,0.0,0.0198716444444,0.0,,0.0,0.446316611111
2012-06-01 07:15:00+02:00,99.5583960756,21.1510111088,0.0,1.13951502222,0.0,0.00496371111111,44.3013803556,0.436666522222,40.7202734,0.0,0.0223556,0.0,,0.0,0.436666522222
2012-06-01 07:30:00+02:00,50.0924844519,21.1122378222,0.0,1.11736462222,0.0,0.00744556666667,27.0044435111,0.424603911111,8.11477124444,0.0,0.0198716444444,0.0,,0.0,0.424603911111
2012-06-01 07:45:00+02:00,61.8864664798,21.1245300314,0.0,1.06814151111,0.0,0.00496371111111,0.359254088889,0.458379222222,46.5163294,0.0,0.0198716444444,0.0,,0.0,0.458379222222
2012-06-01 08:00:00+02:00,43.5594999197,21.2105066088,0.0,1.08290844444,0.0,0.0,10.6480583556,0.443904088889,17.8889576667,0.0,0.0273235111111,0.0,,0.0,0.443904088889
2012-06-01 08:15:00+02:00,110.233680695,21.1734589005,0.0,1.48496555556,0.00484776666667,0.00496371111111,60.5198534667,0.446316611111,27.4907737556,0.0,0.0198716444444,0.0881484666667,,0.0,0.446316611111
2012-06-01 08:30:00+02:00,113.426983236,21.7044366158,0.0,1.32655342222,0.0,0.00744556666667,0.643002411111,0.460791744444,36.0039219111,0.0,0.0347753777778,1.4403028,,0.0,0.460791744444
2012-06-01 08:45:00+02:00,56.0335565237,21.4445229551,0.0,2.30540024444,6.93533467778,0.0148911333333,0.374017955556,0.414953822222,9.408992,0.0,0.0347753777778,0.586631866667,,0.0,0.414953822222
2012-06-01 09:00:00+02:00,724.5701218,21.6504191934,0.0,1.86285431111,525.160131333,0.00248185555556,66.8556437778,0.513867233333,47.0301198,0.0,0.0223556,2.83530673333,,0.0,0.513867233333
2012-06-01 09:15:00+02:00,1638.09381904,21.7273867395,0.0,1.39334526667,1472.19371,0.0,4.70493991111,0.431841477778,19.36891,0.0,0.0273235111111,3.85385766667,,0.0,0.431841477778
2012-06-01 09:30:00+02:00,220.896894311,199.303889126,0.0,1.48429368889,130.765523333,0.0,0.415848911111,177.076480189,26.063705,0.0,0.0596149333333,48.7618069778,,136.711111111,54.4098135222
2012-06-01 09:45:00+02:00,274.467724915,231.782252045,0.0,1.17151004444,130.673353333,0.0,40.1387268667,210.413484444,36.98336,0.0,0.0273235111111,52.2452286667,,160.0,50.4134844444
2012-06-01 10:00:00+02:00,241.234879066,231.436751963,0.0,1.21088853333,130.817516667,0.0,30.1286098667,210.117104444,11.0128026444,0.0,0.0273235111111,55.6642866667,,160.0,50.1171044444
2012-06-01 10:15:00+02:00,214.340756878,231.412500119,0.0,1.1961216,105.929976222,0.00248185555556,0.428152133333,210.098286667,37.2942439111,0.0,0.0273235111111,56.6340486667,,160.0,50.0982866667
2012-06-01 10:30:00+02:00,2035.45176409,231.350581902,0.0,1.26850055556,1898.95007089,0.0,12.3128794667,209.846598889,26.2698475778,0.0,0.0298074666667,50.3412481111,,160.0,49.8465988889
2012-06-01 10:45:00+02:00,613.46257626,231.061986559,0.0,1.18873813333,474.611411722,0.00248185555556,58.6784855,209.712522222,17.3466056222,0.0,0.00993582222222,46.2938117778,,160.0,49.7125222222
2012-06-01 11:00:00+02:00,117.302308116,230.893626794,0.0,2.04899908889,1.89741097778,0.00744556666667,0.369096666667,209.538457778,44.3453937556,0.0,0.0149037333333,53.9689841111,,160.0,49.5384577778
2012-06-01 11:15:00+02:00,77.665814192,230.755249023,0.0,1.18627697778,1.90734506667,0.0124092777778,0.386321177778,209.411437778,12.3527232444,0.0,0.0273235111111,48.2665542222,,160.0,49.4114377778
2012-06-01 11:30:00+02:00,177.033006778,230.691022356,0.0,1.15114893333,1.8775428,0.00744556666667,60.6772301556,209.383211111,31.4914712222,0.0,0.0298074666667,50.0899065556,,160.0,49.3832111111
2012-06-01 11:45:00+02:00,78.7155019379,230.654943373,0.0,1.48619493333,1.99195745556,0.00744556666667,9.64362353333,209.397324444,32.5836420889,0.0,0.0248395555556,19.8610302222,,160.0,49.3973244444
2012-06-01 12:00:00+02:00,34.6361088541,23.516616586,0.0,1.32633417778,1.82538883333,0.00744556666667,0.349411511111,3.05415886667,17.0939878667,0.0,0.0298074666667,0.0,,1.77777777778,1.27638108889
2012-06-01 12:15:00+02:00,91.1771654108,21.4949088203,0.0,1.11982577778,1.84028996667,0.00744556666667,28.6313890222,0.446316611111,46.2117272667,0.0,0.0223556,0.0,,0.0,0.446316611111
2012-06-01 12:30:00+02:00,66.5820923593,21.4750799327,0.0,1.16904888889,1.78316895556,0.00496371111111,42.0633827556,0.443904088889,8.01193571111,0.0,0.0198716444444,0.0,,0.0,0.443904088889
2012-06-01 12:45:00+02:00,70.6798652649,21.5228721576,0.0,1.17151004444,1.86264166667,0.00496371111111,0.361714733333,0.402891211111,53.4415632222,0.0,0.0198716444444,0.0,,0.0,0.402891211111
2012-06-01 13:00:00+02:00,25.2306354989,21.4910499043,0.0,1.12228693333,1.8328394,0.00248185555556,0.3543328,0.395653644444,8.16833422222,0.0,0.0223556,0.0,,0.0,0.395653644444
2012-06-01 13:15:00+02:00,131.174390615,21.4970187993,0.0,1.20842737778,1.80800417778,0.00496371111111,68.1009374,0.441491566667,45.7523964667,0.0,0.0248395555556,0.0,,0.0,0.441491566667
2012-06-01 13:30:00+02:00,34.1998344188,21.5407110596,0.0,1.10505884444,1.84277348889,0.00744556666667,1.6327772,0.422191388889,16.4815254222,0.0,0.0223556,0.0,,0.0,0.422191388889
2012-06-01 13:45:00+02:00,60.8449197515,21.5506843652,0.0,1.11982577778,1.8328394,0.00992742222222,0.3543328,0.422191388889,43.5932216444,0.0,0.0298074666667,0.0,,0.0,0.422191388889
2012-06-01 14:00:00+02:00,67.005617981,21.6325077883,0.0,1.11490346667,1.84774053333,0.00248185555556,36.8459954667,0.458379222222,12.6976402444,0.0,0.0298074666667,0.0,,0.0,0.458379222222
2012-06-01 14:15:00+02:00,103.927362781,21.6062521786,0.0,1.15428195556,1.8551911,0.00248185555556,34.3067706222,0.446316611111,52.7371226667,0.0,0.0273235111111,0.0,,0.0,0.446316611111
2012-06-01 14:30:00+02:00,24.8115577952,21.5675655005,0.0,1.10505884444,1.81793826667,0.0124092777778,0.378939244444,0.410128777778,6.97603048889,0.0,0.0198716444444,0.0,,0.0,0.410128777778
2012-06-01 14:45:00+02:00,70.6847918786,21.5608843994,0.0,1.12228693333,1.80552065556,0.00744556666667,0.388781822222,0.446316611111,53.4463222222,0.0,0.0149037333333,0.0,,0.0,0.446316611111
2012-06-01 15:00:00+02:00,122.403056753,21.4441599168,0.0,1.41739446667,0.601012377778,0.00248185555556,75.1558405556,0.422191388889,8.2192408,0.0,0.0173876888889,0.0,,0.0,0.422191388889
2012-06-01 15:15:00+02:00,57.0692487335,21.450352122,0.0,1.38405817778,0.0,0.00248185555556,0.452758577778,0.405303733333,34.9790375556,0.0,0.0173876888889,0.0,,0.0,0.405303733333
2012-06-01 15:30:00+02:00,59.941306483,21.5669244067,0.0,1.13213155556,0.0,0.0,0.351872155556,0.453554177778,44.4657624444,0.0,0.0223556,0.0,,0.0,0.453554177778
2012-06-01 15:45:00+02:00,75.2345957512,21.5841688728,0.0,1.18381582222,0.0,0.0,44.9660103556,0.470441833333,15.281263,0.0,0.0322914222222,0.0,,0.0,0.470441833333
2012-06-01 16:00:00+02:00,89.0054196114,21.5779322243,0.0,1.15674311111,0.0,0.0,25.0198105333,0.463204266667,48.8771823333,0.0,0.0248395555556,0.0,,0.0,0.463204266667
2012-06-01 16:15:00+02:00,21.2727999327,21.6041710663,0.0,1.16166542222,0.0,0.0,0.346950866667,0.446316611111,4.64616,0.0,0.0248395555556,0.0,,0.0,0.446316611111
2012-06-01 16:30:00+02:00,256.945830366,185.861593107,0.0,1.46829473333,0.0,0.0,16.3104040444,0.494567055556,53.2178566667,0.0,0.0273235111111,0.0,,0.0,0.494567055556
2012-06-01 16:45:00+02:00,1296.28904082,1139.8471003,0.0,1.33002708889,0.0,0.0,58.7015341778,5.65312896667,15.993884,0.0,0.0149037333333,40.2511363333,,1.6,4.23090674444
2012-06-01 17:00:00+02:00,249.512140181,354.92878952,0.0,1.17643235556,0.0,0.0,0.595622855556,209.531401111,43.4572414444,0.0,0.0322914222222,51.2991496667,,160.0,49.5314011111
2012-06-01 17:15:00+02:00,100.370607961,231.891182081,0.0,1.218272,0.0,0.0,0.413388266667,210.357031111,26.867798,0.0,0.0223556,57.9215043333,,160.0,50.3570311111
2012-06-01 17:30:00+02:00,173.476356998,231.251216702,0.0,1.27241742222,0.0,0.0,74.3725895778,209.776032222,31.4689516667,0.0,0.0248395555556,52.6577672222,,160.0,49.7760322222
2012-06-01 17:45:00+02:00,166.969780269,231.140603265,0.0,1.20842737778,0.0,0.0,57.2779293889,209.616081111,38.2305086667,0.0,0.0298074666667,56.5676507778,,160.0,49.6160811111
2012-06-01 18:00:00+02:00,89.0383540344,230.281657817,0.0,1.21088853333,0.0,0.00248185555556,0.413388266667,208.71518,20.1051808889,0.0,0.0322914222222,51.799462,,160.0,48.71518
2012-06-01 18:15:00+02:00,117.43657046,229.506812202,0.0,1.33886862222,0.0,0.00496371111111,0.418309555556,208.023626667,48.4722564444,0.0,0.0173876888889,53.5137491111,,160.0,48.0236266667
2012-06-01 18:30:00+02:00,77.9139818446,229.477214474,0.0,1.1739712,0.0,0.00248185555556,0.440455355556,207.943651111,10.4724666222,0.0,0.0173876888889,52.3471535556,,160.0,47.9436511111
2012-06-01 18:45:00+02:00,173.643430125,229.555898946,0.0,1.18381582222,0.0,0.00248185555556,51.5916034667,208.091841111,52.6538265556,0.0,0.0173876888889,54.5996947778,,160.0,48.0918411111
2012-06-01 19:00:00+02:00,97.6299348238,229.433066525,0.0,1.20104391111,0.0,0.0,24.6455160667,207.993047778,4.79799622222,0.0,0.0223556,53.1723134444,,160.0,47.9930477778
2012-06-01 19:15:00+02:00,121.454034682,229.627338104,0.0,1.24780586667,0.0,0.0,0.4207702,208.061262222,54.1378951111,0.0,0.0248395555556,51.6548283333,,160.0,48.0612622222
2012-06-01 19:30:00+02:00,108.407150061,229.383117557,0.0,0.891829422222,0.0,0.0,24.2814162667,207.882493333,13.7045906667,0.0,0.0347753777778,54.3791868889,,160.0,47.8824933333
2012-06-01 19:45:00+02:00,160.003050902,230.040202128,0.0,1.58740731111,0.0,0.0,44.2618822,208.357642222,47.642464,0.0,0.0149037333333,50.9838046667,,160.0,48.3576422222
2012-06-01 20:00:00+02:00,554.546466378,412.031432003,0.0,3.16377044444,0.0,0.00248185555556,1.54838312222,208.686953333,21.4141805778,241.030111111,0.0223556,46.8344238889,,160.0,48.6869533333
2012-06-01 20:15:00+02:00,1113.7713974,432.956024831,0.0,2.38585811111,0.0,0.00992742222222,31.1892500556,209.122114444,38.1852786667,776.615354444,0.0223556,45.8148923333,,160.0,49.1221144444
2012-06-01 20:30:00+02:00,126.133965166,235.355026771,0.0,1.85996173333,0.0,0.00496371111111,42.8493148,209.366745556,22.6165125556,0.0,0.0198716444444,44.6174791111,,160.0,49.3667455556
2012-06-01 20:45:00+02:00,90.4987210761,236.770869005,0.0,1.10013653333,0.0,0.00496371111111,0.408466977778,209.176215556,32.4169028,0.0,0.0198716444444,42.8675966667,,160.0,49.1762155556
2012-06-01 21:00:00+02:00,117.487257462,229.571581099,0.0,1.18627697778,0.0,0.0,16.2822501778,208.054205556,37.6368788,0.0,0.0223556,48.0721527778,,160.0,48.0542055556
2012-06-01 21:15:00+02:00,134.642334451,229.137151235,0.0,1.19858275556,0.0,0.00744556666667,52.1303084444,207.586113333,21.3171983778,0.0,0.0173876888889,46.3080605556,,160.0,47.5861133333
2012-06-01 21:30:00+02:00,107.580001187,229.879188266,0.0,1.07306382222,0.0,0.00496371111111,0.410927622222,208.258848889,38.8100850222,0.0,0.0149037333333,53.2339616667,,160.0,48.2588488889
2012-06-01 21:45:00+02:00,82.1422496499,230.179791056,0.0,1.01645724444,0.0,0.0,0.339568933333,208.46114,15.4830560667,0.0,0.0447112,51.8089554444,,160.0,48.46114
2012-06-01 22:00:00+02:00,412.525240139,229.647028893,0.0,1.23057777778,0.0,0.00744556666667,70.9191379778,207.91072,52.4872343333,220.45286,0.0223556,49.530346,,160.0,47.91072
2012-06-01 22:15:00+02:00,72.0252806727,230.306623433,0.0,1.07060266667,0.0,0.0,0.366636022222,208.569342222,6.20328948889,0.0,0.0223556,50.2416626667,,160.0,48.5693422222
2012-06-01 22:30:00+02:00,109.923592182,230.292364332,0.0,1.15674311111,0.0,0.0546008222222,0.369096666667,208.604625556,43.8258768444,0.0,0.0173876888889,50.879503,,160.0,48.6046255556
2012-06-01 22:45:00+02:00,134.598976483,229.744677802,0.0,1.07060266667,0.0,0.00744556666667,57.4263291556,208.235326667,15.5521231333,0.0,0.0248395555556,46.896073,,160.0,48.2353266667
2012-06-01 23:00:00+02:00,108.530994826,229.93100469,0.0,1.09275306667,0.0,0.00248185555556,12.985193,208.381164444,41.4733592222,0.0,0.0223556,39.0619997778,,160.0,48.3811644444
2012-06-01 23:15:00+02:00,88.0741110484,230.231777954,0.0,1.05583573333,0.0,0.00248185555556,0.381399888889,208.712827778,14.5192748222,0.0,0.0422272444444,39.0311731111,,160.0,48.7128277778
2012-06-01 23:30:00+02:00,127.373564563,229.816362067,0.0,0.903244088889,0.0,0.00248185555556,36.4988939556,208.280018889,36.6469192222,0.0,0.0173876888889,39.557562,,160.0,48.2800188889
2012-06-01 23:45:00+02:00,113.044688937,230.402533264,0.0,1.14689848889,0.0,0.00992742222222,33.8103110222,208.837495556,23.3995875556,0.0,0.0248395555556,41.3430047778,,160.0,48.8374955556
2012-06-02 00:00:00+02:00,145.946811218,230.083735521,0.0,1.06814151111,0.0,0.00744556666667,0.3986244,208.477605556,22.7004883556,0.0,75.1889172889,27.1868478333,,160.0,48.4776055556
2012-06-02 00:15:00+02:00,171.774808765,170.924907765,0.0,1.15853004444,0.0,0.00496371111111,12.6245746222,130.155736867,38.7957675556,0.0,76.3383811556,0.0553901333333,,99.9111111111,30.6001813111
2012-06-02 00:30:00+02:00,88.7252841896,76.3670344035,0.0,1.16166542222,0.0,0.0,58.1062733556,0.427016433333,15.3507282667,0.0,0.0198716444444,0.0,,0.0,0.427016433333
2012-06-02 00:45:00+02:00,119.030135751,76.4215299564,0.0,1.5158408,0.0,0.00496371111111,0.300198622222,0.463204266667,41.7701025111,0.0,37.2245688,0.201418666667,,0.0,0.463204266667
2012-06-02 01:00:00+02:00,151.729322917,65.1363667319,0.0,1.09521422222,0.0,0.00744556666667,0.403545688889,0.463204266667,19.4765554444,0.0,111.055068889,5.99522244444,,0.0,0.463204266667
2012-06-02 01:15:00+02:00,230.777364078,21.5455299674,0.0,1.19858275556,0.0,0.00992742222222,61.9959354222,0.453554177778,35.2496065778,0.0,111.550683333,5.8299671,,0.0,0.453554177778
2012-06-02 01:30:00+02:00,61.0127576086,21.3633176782,0.0,1.02630186667,0.0,0.00248185555556,8.38660035556,0.405303733333,21.0551472222,0.0,17.6551522222,0.670113233333,,0.0,0.405303733333
2012-06-02 01:45:00+02:00,48.2488209523,21.4445432345,0.0,0.829409422222,0.0,0.00992742222222,0.369096666667,0.451141655556,34.7257427778,0.0,0.0,0.0,,0.0,0.451141655556
2012-06-02 02:00:00+02:00,82.274840054,21.4439976798,0.0,1.00415146667,0.0,0.0124092777778,38.5395667556,0.453554177778,30.5527636,0.0,0.0,0.0,0.0,0.0,0.453554177778
2012-06-02 02:15:00+02:00,77.9110335255,21.4846732436,0.0,0.915549866667,0.0,0.00744556666667,31.9117578,0.395653644444,24.1620046667,0.0,0.0,0.0,0.0,0.0,0.395653644444
2012-06-02 02:30:00+02:00,40.3176143191,21.4594065454,0.0,1.01645724444,0.0,0.0124092777778,0.300198622222,0.354640766667,26.8867172889,0.0,0.0,0.0,0.0,0.0,0.354640766667
2012-06-02 02:45:00+02:00,44.1491434066,21.4854099189,0.0,0.994306844444,0.0,0.0,12.272263,0.3908286,17.7785647111,0.0,0.0,0.0,0.0,0.0,0.3908286
2012-06-02 03:00:00+02:00,122.726161262,21.4030221303,0.0,1.02384071111,0.0,0.00248185555556,57.5265462444,0.429428955556,52.3896588889,0.0,0.0,0.0,0.0,0.0,0.429428955556
2012-06-02 03:15:00+02:00,20.2872033087,21.4053943486,0.0,0.846637511111,0.0,0.00248185555556,0.339568933333,0.434254,7.03863744444,0.0,0.0,0.0,0.0,0.0,0.434254
2012-06-02 03:30:00+02:00,51.8855042426,21.4725954692,0.0,0.937700266667,0.0,0.00744556666667,0.329726355556,0.407716255556,38.5008922667,0.0,0.0,0.0,0.0,0.0,0.407716255556
2012-06-02 03:45:00+02:00,98.667422337,21.4790055021,0.0,0.940161422222,0.0,0.00496371111111,61.0638927333,0.439079044444,24.7291657778,0.0,0.0,0.0,0.0,0.0,0.439079044444
2012-06-02 04:00:00+02:00,43.402366706,21.551161054,0.0,0.969695288889,0.0,0.0,9.11879515556,0.484916966667,21.4448882444,0.0,0.0,0.0,0.0,0.0,0.484916966667
2012-06-02 04:15:00+02:00,54.1202642186,21.5799177466,0.0,0.979539911111,0.0,0.0,0.369096666667,0.472854355556,41.058289,0.0,0.0,0.0,0.0,0.0,0.472854355556
2012-06-02 04:30:00+02:00,56.1223367723,21.5727944247,0.0,1.04599111111,0.0,0.0,34.0531204,0.448729133333,9.59486733333,0.0,0.0,0.0,0.0,0.0,0.448729133333
2012-06-02 04:45:00+02:00,89.3172509363,21.5861344189,0.0,0.996768,0.0,0.0,36.6622670667,0.439079044444,39.670914,0.0,0.0,0.0,0.0,0.0,0.439079044444
2012-06-02 05:00:00+02:00,37.1223155382,21.6372366587,0.0,1.05583573333,0.0,0.0,0.374017955556,0.458379222222,23.4178061111,0.0,0.0,0.0,0.0,0.0,0.458379222222
2012-06-02 05:15:00+02:00,37.3923166508,21.6232067002,0.0,1.04352995556,0.0,0.0,4.84919508889,0.484916966667,19.658444,0.0,0.0,0.0,0.0,0.0,0.484916966667
2012-06-02 05:30:00+02:00,119.699594715,21.4806965552,0.0,1.08044728889,0.0,0.00744556666667,66.2258591111,0.465616788889,40.9777044,0.0,0.0,0.0,0.0,0.0,0.465616788889
2012-06-02 05:45:00+02:00,25.1304454761,21.530519922,0.0,1.04599111111,0.0,0.0,0.342029577778,0.4776794,12.6045107778,0.0,0.0,0.0,0.0,0.0,0.4776794
2012-06-02 06:00:00+02:00,44.3522587395,21.5798755646,0.0,0.905705244444,0.0,0.0,0.356793444444,0.509042188889,30.8654267778,0.0,0.0,0.0,0.0,0.0,0.509042188889
2012-06-02 06:15:00+02:00,93.3592611143,21.5285477363,0.0,1.00415146667,0.0,0.0,48.9067877111,0.463204266667,31.9666975778,0.0,0.0,0.0,0.0,0.0,0.463204266667
2012-06-02 06:30:00+02:00,44.4162890508,21.5271343931,0.0,0.900782933333,0.0,0.0,22.0972204444,0.441491566667,9.1890156,0.0,0.0,0.0,0.0,0.0,0.441491566667
2012-06-02 06:45:00+02:00,53.3866675303,21.6119111146,0.0,0.893399466667,0.0,0.0,0.369096666667,0.460791744444,40.217966,0.0,0.0,0.0,0.0,0.0,0.460791744444
2012-06-02 07:00:00+02:00,52.433911012,21.569875518,0.0,0.986923377778,0.0,0.0,14.9044052444,0.453554177778,23.6147295556,0.0,0.0,0.0,0.0,0.0,0.453554177778
2012-06-02 07:15:00+02:00,85.2505377293,21.5256910451,0.0,0.979539911111,0.0,0.0,55.1658436222,0.386003555556,16.9956125778,0.0,0.0,0.0,0.0,0.0,0.386003555556
2012-06-02 07:30:00+02:00,53.9440419589,21.5504377598,0.0,0.925394488889,0.0,0.0,0.3764786,0.453554177778,40.5502254889,0.0,0.0,0.0,0.0,0.0,0.453554177778
2012-06-02 07:45:00+02:00,28.7658865907,21.576751105,0.0,0.893399466667,0.0,0.0,0.339568933333,0.453554177778,16.2042900222,0.0,0.0,0.0,0.0,0.0,0.453554177778
2012-06-02 08:00:00+02:00,90.9526222568,21.5630855264,0.0,0.994306844444,0.0,0.0,55.9876068222,0.439079044444,22.1764350222,0.0,0.0,0.0,0.0,0.0,0.439079044444
2012-06-02 08:15:00+02:00,67.3749897554,21.4960143661,0.0,0.991845688889,0.0,0.0,14.1030220889,0.429428955556,40.377663,0.0,0.0,0.0,0.0,0.0,0.429428955556
2012-06-02 08:30:00+02:00,23.4957077397,21.4932988294,0.0,1.08044728889,0.0,0.0,0.356793444444,0.414953822222,9.90578015556,0.0,0.0,0.0,0.0,0.0,0.414953822222
2012-06-02 08:45:00+02:00,66.0565755251,21.4949721442,0.0,1.0632192,0.0,0.0,22.8209026,0.402891211111,29.9715785778,0.0,0.0,0.0,0.0,0.0,0.402891211111
2012-06-02 09:00:00+02:00,92.6238711124,21.5123232502,0.0,1.04845226667,0.0,0.0,46.7932357556,0.400478688889,33.0831378667,0.0,0.0,0.0,0.0,0.0,0.400478688889
2012-06-02 09:15:00+02:00,20.8319544284,21.4535443645,0.0,0.942622577778,0.0,0.0,0.314962488889,0.422191388889,7.21637108889,0.0,0.0,0.0,0.0,0.0,0.422191388889
2012-06-02 09:30:00+02:00,51.3881220277,21.4807288318,0.0,0.962311822222,0.0,0.0,0.307580555556,0.439079044444,38.5044202,0.0,0.0,0.0,0.0,0.0,0.439079044444
2012-06-02 09:45:00+02:00,101.641019142,21.4741310268,0.0,0.905705244444,0.0,0.00744556666667,62.3228890222,0.417366344444,26.2097318889,0.0,0.0,0.0,0.0,0.0,0.417366344444
2012-06-02 10:00:00+02:00,104.677304255,21.4432576942,0.0,1.12742613333,0.0,0.00496371111111,7.87846862222,0.373940944444,12.0171966889,46.9623777778,0.0,0.0,0.0,0.0,0.373940944444
2012-06-02 10:15:00+02:00,367.229187648,68.1055344243,0.0,1.80613811111,0.0,0.00496371111111,0.529763855556,47.0867618778,40.6265041556,203.744777778,0.0,0.0,0.0,0.0,47.0867618778
2012-06-02 10:30:00+02:00,176.631755888,81.275491155,0.0,1.14935964444,0.0,0.0,38.9654086,60.418509,17.9516007111,0.0,0.0,0.0,0.0,0.0,60.418509
2012-06-02 10:45:00+02:00,185.113668857,81.2878832245,0.0,1.16412657778,0.0,0.00496371111111,32.5152357333,60.416156,26.6126784889,0.0,0.0,0.0,0.0,0.0,60.416156
2012-06-02 11:00:00+02:00,147.666552192,81.3965633816,0.0,1.34143468889,0.0,0.00248185555556,0.709923344444,60.397332,37.5738836889,0.0,0.0,0.0,0.0,0.0,60.397332
2012-06-02 11:15:00+02:00,157.264545949,81.4463065423,0.0,1.22073315556,0.0,0.00248185555556,25.0155221333,60.510276,11.5756572889,0.0,0.0,0.0,0.0,0.0,60.510276
2012-06-02 11:30:00+02:00,227.513794573,81.4103010729,0.0,1.16904888889,0.0,0.00744556666667,46.6330604667,60.399685,43.9278860222,0.0,0.0,0.0,0.0,0.0,60.399685
2012-06-02 11:45:00+02:00,145.708014331,81.3824442376,0.0,1.19119928889,0.0,0.0,0.342029577778,60.402038,18.1565230889,0.0,0.0,0.0,0.0,0.0,60.402038
2012-06-02 12:00:00+02:00,168.533370938,81.3396432326,0.0,1.16658773333,0.0,0.00248185555556,0.383860533333,60.369096,33.8323327778,0.0,0.0,0.0,0.0,0.0,60.369096
