timestamp	Fridge	Hair dryer	Washing machine	Computer	Freezer	
1343696520000000000	50.0	0.0	1.0	7.0	2.0	
1343696580000000000	50.0	0.0	1.0	7.0	2.0	
1343696640000000000	50.0	0.0	1.0	7.0	2.0	
1343696700000000000	50.0	0.0	1.0	7.0	2.0	
1343696760000000000	50.0	0.0	1.0	7.0	2.0	
1343696820000000000	50.0	0.0	1.0	7.0	2.0	
1343696880000000000	50.0	0.0	1.0	7.0	2.0	
1343696940000000000	50.0	0.0	1.0	7.0	2.0	
1343697000000000000	50.0	0.0	1.0	7.0	2.0	
1343697060000000000	50.0	0.0	1.0	7.0	2.0	
1343697120000000000	50.0	0.0	1.0	7.0	2.0	
1343697180000000000	50.0	0.0	1.0	7.0	2.0	
1343697240000000000	50.0	0.0	1.0	7.0	2.0	
1343697300000000000	37.0	0.0	1.0	7.0	25.0	
1343697360000000000	50.0	0.0	1.0	7.0	33.0	
1343697420000000000	50.0	0.0	1.0	7.0	33.0	
1343697480000000000	50.0	0.0	1.0	7.0	33.0	
1343697540000000000	50.0	0.0	1.0	7.0	33.0	
1343697600000000000	50.0	0.0	1.0	7.0	33.0	
1343697660000000000	50.0	0.0	1.0	7.0	33.0	
1343697720000000000	50.0	0.0	1.0	7.0	33.0	
1343697780000000000	50.0	0.0	1.0	7.0	33.0	
1343697840000000000	50.0	0.0	1.0	7.0	33.0	
1343697900000000000	50.0	0.0	1.0	7.0	33.0	
1343697960000000000	50.0	0.0	1.0	7.0	33.0	
1343698020000000000	50.0	0.0	1.0	7.0	33.0	
1343698080000000000	50.0	0.0	1.0	7.0	33.0	
1343698140000000000	50.0	0.0	1.0	7.0	33.0	
1343698200000000000	50.0	0.0	1.0	7.0	33.0	
1343698260000000000	50.0	0.0	1.0	7.0	33.0	
1343698320000000000	50.0	0.0	1.0	7.0	33.0	
1343698380000000000	50.0	0.0	1.0	7.0	33.0	
1343698440000000000	50.0	0.0	1.0	7.0	33.0	
1343698500000000000	50.0	0.0	1.0	7.0	33.0	
1343698560000000000	50.0	0.0	1.0	7.0	33.0	
1343698620000000000	50.0	0.0	1.0	7.0	33.0	
1343698680000000000	50.0	0.0	1.0	7.0	33.0	
1343698740000000000	50.0	0.0	1.0	7.0	25.0	
1343698800000000000	50.0	0.0	1.0	7.0	2.0	
1343698860000000000	50.0	0.0	1.0	7.0	2.0	
1343698920000000000	50.0	0.0	1.0	7.0	2.0	
1343698980000000000	50.0	0.0	1.0	7.0	2.0	
1343699040000000000	50.0	0.0	1.0	7.0	2.0	
1343699100000000000	50.0	0.0	1.0	7.0	2.0	
1343699160000000000	50.0	0.0	1.0	7.0	2.0	
1343699220000000000	50.0	0.0	1.0	7.0	2.0	
1343699280000000000	50.0	0.0	1.0	7.0	2.0	
1343699340000000000	50.0	0.0	1.0	7.0	2.0	
1343699400000000000	50.0	0.0	1.0	7.0	2.0	
1343699460000000000	50.0	0.0	1.0	7.0	2.0	
1343699520000000000	50.0	0.0	1.0	7.0	2.0	
1343699580000000000	50.0	0.0	1.0	7.0	2.0	
1343699640000000000	50.0	0.0	1.0	7.0	2.0	
1343699700000000000	50.0	0.0	1.0	7.0	2.0	
1343699760000000000	50.0	0.0	1.0	7.0	2.0	
1343699820000000000	50.0	0.0	1.0	7.0	25.0	
1343699880000000000	50.0	0.0	1.0	7.0	33.0	
1343699940000000000	50.0	0.0	1.0	7.0	33.0	
1343700000000000000	50.0	0.0	1.0	7.0	33.0	
1343700060000000000	50.0	0.0	1.0	7.0	33.0	
1343700120000000000	50.0	0.0	1.0	7.0	33.0	
1343700180000000000	50.0	0.0	1.0	7.0	33.0	
1343700240000000000	50.0	0.0	1.0	7.0	33.0	
1343700300000000000	50.0	0.0	1.0	7.0	33.0	
1343700360000000000	37.0	0.0	89.0	7.0	25.0	
1343700420000000000	50.0	0.0	89.0	7.0	2.0	
1343700480000000000	50.0	0.0	89.0	7.0	2.0	
1343700540000000000	50.0	0.0	89.0	7.0	2.0	
1343700600000000000	50.0	0.0	89.0	7.0	2.0	
1343700660000000000	50.0	0.0	89.0	7.0	2.0	
1343700720000000000	50.0	0.0	89.0	7.0	2.0	
1343700780000000000	50.0	0.0	89.0	7.0	2.0	
1343700840000000000	50.0	0.0	89.0	7.0	2.0	
1343700900000000000	50.0	0.0	89.0	7.0	2.0	
1343700960000000000	50.0	0.0	89.0	7.0	2.0	
1343701020000000000	50.0	0.0	89.0	7.0	2.0	
1343701080000000000	50.0	0.0	89.0	7.0	2.0	
1343701140000000000	50.0	0.0	89.0	7.0	2.0	
1343701200000000000	50.0	0.0	89.0	7.0	2.0	
1343701260000000000	37.0	0.0	1.0	75.0	25.0	
1343701320000000000	2.0	0.0	1.0	75.0	33.0	
1343701380000000000	2.0	0.0	1.0	75.0	33.0	
1343701440000000000	2.0	0.0	1.0	75.0	33.0	
1343701500000000000	2.0	0.0	1.0	75.0	33.0	
1343701560000000000	2.0	0.0	1.0	75.0	33.0	
1343701620000000000	2.0	0.0	1.0	75.0	33.0	
1343701680000000000	2.0	0.0	1.0	75.0	33.0	
1343701740000000000	2.0	0.0	1.0	75.0	33.0	
1343701800000000000	2.0	0.0	1.0	75.0	33.0	
1343701860000000000	2.0	0.0	1.0	75.0	33.0	
1343701920000000000	2.0	0.0	1.0	75.0	33.0	
1343701980000000000	2.0	0.0	1.0	75.0	33.0	
1343702040000000000	2.0	0.0	1.0	75.0	33.0	
1343702100000000000	2.0	0.0	1.0	75.0	33.0	
1343702160000000000	2.0	0.0	1.0	75.0	33.0	
1343702220000000000	2.0	0.0	1.0	75.0	33.0	
1343702280000000000	2.0	0.0	1.0	75.0	33.0	
1343702340000000000	2.0	0.0	1.0	75.0	33.0	
1343702400000000000	37.0	0.0	1.0	75.0	33.0	
1343702460000000000	37.0	0.0	1.0	75.0	33.0	
1343702520000000000	37.0	0.0	1.0	75.0	33.0	
1343702580000000000	37.0	0.0	1.0	75.0	33.0	
1343702640000000000	37.0	0.0	1.0	75.0	25.0	
1343702700000000000	37.0	0.0	1.0	75.0	25.0	
1343702760000000000	37.0	0.0	1.0	75.0	25.0	
1343702820000000000	37.0	0.0	1.0	75.0	25.0	
1343702880000000000	37.0	0.0	1.0	75.0	2.0	
1343702940000000000	50.0	0.0	1.0	7.0	33.0	
1343703000000000000	50.0	0.0	1.0	7.0	33.0	
1343703060000000000	50.0	0.0	1.0	7.0	33.0	
1343703120000000000	50.0	0.0	1.0	7.0	33.0	
1343703180000000000	50.0	0.0	1.0	7.0	33.0	
1343703240000000000	50.0	0.0	1.0	7.0	33.0	
1343703300000000000	50.0	0.0	1.0	7.0	33.0	
1343703360000000000	50.0	0.0	1.0	7.0	33.0	
1343703420000000000	50.0	0.0	1.0	7.0	33.0	
1343703480000000000	50.0	0.0	1.0	7.0	33.0	
1343703540000000000	50.0	0.0	1.0	7.0	33.0	
1343703600000000000	50.0	0.0	1.0	7.0	33.0	
1343703660000000000	50.0	0.0	1.0	7.0	33.0	
1343703720000000000	50.0	0.0	1.0	7.0	33.0	
1343703780000000000	50.0	0.0	1.0	7.0	25.0	
1343703840000000000	50.0	0.0	1.0	7.0	2.0	
1343703900000000000	50.0	0.0	1.0	7.0	2.0	
1343703960000000000	50.0	0.0	1.0	7.0	2.0	
1343704020000000000	37.0	0.0	1.0	7.0	25.0	
1343704080000000000	37.0	0.0	1.0	75.0	2.0	
1343704140000000000	50.0	0.0	1.0	7.0	25.0	
1343704200000000000	50.0	0.0	1.0	7.0	2.0	
1343704260000000000	50.0	0.0	1.0	7.0	2.0	
1343704320000000000	50.0	0.0	1.0	7.0	2.0	
1343704380000000000	50.0	0.0	1.0	7.0	2.0	
1343704440000000000	50.0	0.0	1.0	7.0	2.0	
1343704500000000000	50.0	0.0	1.0	7.0	2.0	
1343704560000000000	50.0	0.0	1.0	7.0	2.0	
1343704620000000000	50.0	0.0	1.0	7.0	2.0	
1343704680000000000	50.0	0.0	1.0	7.0	2.0	
1343704740000000000	50.0	0.0	1.0	7.0	2.0	
1343704800000000000	50.0	0.0	1.0	7.0	2.0	
1343704860000000000	37.0	0.0	1.0	7.0	25.0	
1343704920000000000	50.0	0.0	1.0	7.0	33.0	
1343704980000000000	50.0	0.0	1.0	7.0	33.0	
1343705040000000000	50.0	0.0	1.0	7.0	33.0	
1343705100000000000	50.0	0.0	1.0	7.0	33.0	
1343705160000000000	50.0	0.0	1.0	7.0	33.0	
1343705220000000000	50.0	0.0	1.0	7.0	33.0	
1343705280000000000	50.0	0.0	1.0	7.0	33.0	
1343705340000000000	50.0	0.0	1.0	7.0	33.0	
1343705400000000000	50.0	0.0	1.0	7.0	33.0	
1343705460000000000	50.0	0.0	1.0	7.0	33.0	
1343705520000000000	50.0	0.0	1.0	7.0	33.0	
1343705580000000000	50.0	0.0	1.0	7.0	33.0	
1343705640000000000	50.0	0.0	1.0	7.0	33.0	
1343705700000000000	50.0	0.0	1.0	7.0	33.0	
1343705760000000000	50.0	0.0	1.0	7.0	33.0	
1343705820000000000	50.0	0.0	1.0	7.0	33.0	
1343705880000000000	50.0	0.0	1.0	7.0	33.0	
1343705940000000000	50.0	0.0	1.0	7.0	33.0	
1343706000000000000	50.0	0.0	1.0	7.0	33.0	
1343706060000000000	50.0	0.0	1.0	7.0	33.0	
1343706120000000000	50.0	0.0	1.0	7.0	33.0	
1343706180000000000	50.0	0.0	1.0	7.0	33.0	
1343706240000000000	50.0	0.0	1.0	7.0	33.0	
1343706300000000000	50.0	0.0	1.0	7.0	33.0	
1343706360000000000	37.0	0.0	1.0	7.0	25.0	
1343706420000000000	50.0	0.0	1.0	7.0	2.0	
1343706480000000000	50.0	0.0	1.0	7.0	2.0	
1343706540000000000	50.0	0.0	1.0	7.0	2.0	
1343706600000000000	50.0	0.0	1.0	7.0	2.0	
1343706660000000000	50.0	0.0	1.0	7.0	2.0	
1343706720000000000	50.0	0.0	1.0	7.0	2.0	
1343706780000000000	50.0	0.0	1.0	7.0	2.0	
1343706840000000000	50.0	0.0	1.0	7.0	2.0	
1343706900000000000	50.0	0.0	1.0	7.0	2.0	
1343706960000000000	50.0	0.0	1.0	7.0	2.0	
1343707020000000000	50.0	0.0	1.0	7.0	2.0	
1343707080000000000	50.0	0.0	1.0	7.0	2.0	
1343707140000000000	50.0	0.0	1.0	7.0	2.0	
1343707200000000000	50.0	0.0	1.0	7.0	2.0	
1343707260000000000	50.0	0.0	1.0	7.0	2.0	
1343707320000000000	50.0	0.0	1.0	7.0	2.0	
1343707380000000000	50.0	0.0	1.0	7.0	2.0	
1343707440000000000	50.0	0.0	1.0	7.0	33.0	
1343707500000000000	50.0	0.0	1.0	7.0	33.0	
1343707560000000000	50.0	0.0	1.0	7.0	33.0	
1343707620000000000	50.0	0.0	1.0	7.0	33.0	
1343707680000000000	50.0	0.0	1.0	7.0	33.0	
1343707740000000000	50.0	0.0	1.0	7.0	33.0	
1343707800000000000	50.0	0.0	1.0	7.0	33.0	
1343707860000000000	50.0	0.0	1.0	7.0	33.0	
1343707920000000000	50.0	0.0	1.0	7.0	33.0	
1343707980000000000	50.0	0.0	1.0	7.0	33.0	
1343708040000000000	50.0	0.0	1.0	7.0	33.0	
1343708100000000000	50.0	0.0	1.0	7.0	33.0	
1343708160000000000	50.0	0.0	1.0	7.0	33.0	
1343708220000000000	50.0	0.0	1.0	7.0	33.0	
1343708280000000000	50.0	0.0	1.0	7.0	33.0	
1343708340000000000	50.0	0.0	1.0	7.0	33.0	
1343708400000000000	50.0	0.0	1.0	7.0	33.0	
1343708460000000000	50.0	0.0	1.0	7.0	33.0	
1343708520000000000	50.0	0.0	1.0	7.0	33.0	
1343708580000000000	50.0	0.0	1.0	7.0	33.0	
1343708640000000000	50.0	0.0	1.0	7.0	33.0	
1343708700000000000	50.0	0.0	1.0	7.0	33.0	
1343708760000000000	50.0	0.0	1.0	7.0	25.0	
1343708820000000000	50.0	0.0	1.0	7.0	25.0	
1343708880000000000	50.0	0.0	1.0	7.0	2.0	
1343708940000000000	50.0	0.0	1.0	7.0	33.0	
1343709000000000000	2.0	0.0	1.0	75.0	33.0	
1343709060000000000	2.0	0.0	1.0	75.0	33.0	
1343709120000000000	2.0	0.0	1.0	75.0	33.0	
1343709180000000000	2.0	0.0	1.0	75.0	33.0	
1343709240000000000	2.0	0.0	1.0	75.0	33.0	
1343709300000000000	2.0	0.0	1.0	75.0	33.0	
1343709360000000000	2.0	0.0	1.0	75.0	33.0	
1343709420000000000	2.0	0.0	1.0	75.0	33.0	
1343709480000000000	2.0	0.0	1.0	75.0	33.0	
1343709540000000000	2.0	0.0	1.0	75.0	33.0	
1343709600000000000	2.0	0.0	1.0	75.0	33.0	
1343709660000000000	2.0	0.0	1.0	75.0	33.0	
1343709720000000000	2.0	0.0	1.0	75.0	33.0	
1343709780000000000	2.0	0.0	1.0	75.0	33.0	
1343709840000000000	2.0	0.0	1.0	75.0	33.0	
1343709900000000000	2.0	0.0	89.0	7.0	25.0	
1343709960000000000	37.0	0.0	89.0	7.0	2.0	
1343710020000000000	37.0	0.0	89.0	7.0	2.0	
1343710080000000000	37.0	0.0	89.0	7.0	2.0	
1343710140000000000	37.0	0.0	89.0	7.0	2.0	
1343710200000000000	37.0	0.0	89.0	7.0	2.0	
1343710260000000000	37.0	0.0	89.0	7.0	2.0	
1343710320000000000	37.0	0.0	89.0	7.0	2.0	
1343710380000000000	37.0	0.0	89.0	7.0	2.0	
1343710440000000000	37.0	0.0	89.0	7.0	2.0	
1343710500000000000	37.0	0.0	89.0	7.0	2.0	
1343710560000000000	37.0	0.0	89.0	7.0	2.0	
1343710620000000000	37.0	0.0	89.0	7.0	2.0	
1343710680000000000	37.0	0.0	89.0	7.0	2.0	
1343710740000000000	37.0	0.0	89.0	7.0	2.0	
1343710800000000000	37.0	0.0	89.0	7.0	2.0	
1343710860000000000	37.0	0.0	89.0	7.0	2.0	
1343710920000000000	37.0	0.0	89.0	7.0	2.0	
1343710980000000000	37.0	0.0	89.0	7.0	2.0	
1343711040000000000	37.0	0.0	89.0	7.0	2.0	
1343711100000000000	37.0	0.0	89.0	7.0	2.0	
1343711160000000000	37.0	0.0	89.0	7.0	2.0	
1343711220000000000	37.0	0.0	89.0	7.0	2.0	
1343711280000000000	37.0	0.0	89.0	7.0	2.0	
1343711340000000000	2.0	0.0	89.0	7.0	25.0	
1343711400000000000	2.0	0.0	89.0	7.0	2.0	
1343711460000000000	2.0	0.0	89.0	7.0	2.0	
1343711520000000000	2.0	0.0	89.0	7.0	2.0	
1343711580000000000	50.0	0.0	1.0	7.0	2.0	
1343711640000000000	50.0	0.0	1.0	7.0	2.0	
1343711700000000000	50.0	0.0	1.0	7.0	2.0	
1343711760000000000	50.0	0.0	1.0	7.0	2.0	
1343711820000000000	50.0	0.0	1.0	7.0	2.0	
1343711880000000000	50.0	0.0	1.0	7.0	2.0	
1343711940000000000	50.0	0.0	1.0	7.0	2.0	
1343712000000000000	50.0	0.0	1.0	7.0	2.0	
1343712060000000000	50.0	0.0	1.0	7.0	2.0	
1343712120000000000	50.0	0.0	1.0	7.0	2.0	
1343712180000000000	50.0	0.0	1.0	7.0	2.0	
1343712240000000000	50.0	0.0	1.0	7.0	2.0	
1343712300000000000	50.0	0.0	1.0	7.0	2.0	
1343712360000000000	50.0	0.0	1.0	7.0	2.0	
1343712420000000000	50.0	0.0	1.0	7.0	2.0	
1343712480000000000	50.0	0.0	1.0	7.0	25.0	
1343712540000000000	50.0	0.0	1.0	7.0	33.0	
1343712600000000000	50.0	0.0	1.0	7.0	33.0	
1343712660000000000	50.0	0.0	1.0	7.0	33.0	
1343712720000000000	50.0	0.0	1.0	7.0	33.0	
1343712780000000000	50.0	0.0	1.0	7.0	33.0	
1343712840000000000	50.0	0.0	1.0	7.0	33.0	
1343712900000000000	50.0	0.0	1.0	7.0	33.0	
1343712960000000000	50.0	0.0	1.0	7.0	33.0	
1343713020000000000	50.0	0.0	1.0	7.0	33.0	
1343713080000000000	50.0	0.0	1.0	7.0	33.0	
1343713140000000000	50.0	0.0	1.0	7.0	33.0	
1343713200000000000	50.0	0.0	1.0	7.0	33.0	
1343713260000000000	50.0	0.0	1.0	7.0	33.0	
1343713320000000000	50.0	0.0	1.0	7.0	33.0	
1343713380000000000	50.0	0.0	1.0	7.0	33.0	
1343713440000000000	50.0	0.0	1.0	7.0	33.0	
1343713500000000000	50.0	0.0	1.0	7.0	33.0	
1343713560000000000	50.0	0.0	1.0	7.0	25.0	
1343713620000000000	50.0	0.0	1.0	7.0	25.0	
1343713680000000000	50.0	0.0	1.0	7.0	25.0	
1343713740000000000	50.0	0.0	1.0	7.0	25.0	
1343713800000000000	50.0	0.0	1.0	7.0	25.0	
1343713860000000000	50.0	0.0	1.0	7.0	25.0	
1343713920000000000	50.0	0.0	1.0	7.0	2.0	
1343713980000000000	50.0	0.0	1.0	7.0	25.0	
1343714040000000000	37.0	0.0	1.0	75.0	2.0	
1343714100000000000	37.0	0.0	1.0	75.0	2.0	
1343714160000000000	37.0	0.0	1.0	75.0	2.0	
1343714220000000000	37.0	0.0	1.0	75.0	2.0	
1343714280000000000	37.0	0.0	1.0	75.0	2.0	
1343714340000000000	37.0	0.0	1.0	75.0	2.0	
