timestamp,Laptop computer,Freezer,Coffee maker,Computer,Fridge,Kettle,HTPC,,
1357059600000000000,0,0,0,0,24,0,0,,
1357060500000000000,0,21,0,0,53,0,63,,
1357061400000000000,0,21,0,0,53,0,63,,
1357062300000000000,0,21,0,0,53,0,63,,
1357063200000000000,0,21,0,0,53,0,63,,
1357064100000000000,0,21,0,0,53,0,63,,
1357065000000000000,0,21,0,0,53,0,63,,
1357065900000000000,0,21,0,0,53,0,63,,
1357066800000000000,0,21,0,0,53,0,63,,
1357067700000000000,0,21,0,0,53,0,63,,
1357068600000000000,0,21,0,0,53,0,63,,
1357069500000000000,0,21,0,0,53,0,63,,
1357070400000000000,0,0,0,0,24,0,25,,
1357071300000000000,0,0,0,0,0,0,25,,
1357072200000000000,0,14,0,0,53,0,25,,
1357073100000000000,0,14,0,0,24,0,25,,
1357074000000000000,0,0,0,0,0,0,25,,
1357074900000000000,0,21,0,0,53,0,63,,
1357075800000000000,0,21,0,0,53,0,63,,
1357076700000000000,0,21,0,0,53,0,63,,
1357077600000000000,0,21,0,0,53,0,63,,
1357078500000000000,0,21,0,0,53,0,63,,
1357079400000000000,0,21,0,0,53,0,63,,
1357080300000000000,0,21,0,0,53,0,63,,
1357081200000000000,0,21,0,0,53,0,63,,
1357082100000000000,0,21,0,0,53,0,63,,
1357083000000000000,0,21,0,0,53,0,63,,
1357083900000000000,0,14,0,0,24,0,63,,
1357084800000000000,0,14,0,0,0,0,0,,
1357085700000000000,0,14,0,0,0,0,0,,
1357086600000000000,0,21,0,0,0,0,63,,
1357087500000000000,0,14,0,0,0,0,0,,
1357088400000000000,0,0,0,0,0,0,0,,
1357089300000000000,0,21,0,0,24,0,0,,
1357090200000000000,0,0,0,0,0,0,25,,
1357091100000000000,0,21,0,0,53,0,63,,
1357092000000000000,0,21,0,0,53,0,63,,
1357092900000000000,0,0,0,0,53,0,0,,
1357093800000000000,0,0,0,0,0,0,0,,
1357094700000000000,0,0,0,0,0,0,0,,
1357095600000000000,0,14,0,0,53,0,0,,
1357096500000000000,0,0,0,0,0,0,0,,
1357097400000000000,0,14,0,0,0,0,0,,
1357098300000000000,0,0,0,0,53,0,0,,
1357099200000000000,0,0,0,0,24,0,0,,
1357100100000000000,0,0,0,0,0,0,0,,
1357101000000000000,0,21,0,0,0,0,0,,
1357101900000000000,0,0,0,0,24,0,25,,
1357102800000000000,0,0,0,0,0,0,0,,
1357103700000000000,0,21,0,0,0,0,0,,
1357104600000000000,0,14,0,0,24,0,25,,
1357105500000000000,0,14,0,0,0,0,0,,
1357106400000000000,0,0,0,0,0,0,0,,
1357107300000000000,0,0,0,0,0,0,25,,
1357108200000000000,0,14,0,0,0,0,25,,
1357109100000000000,0,14,0,0,0,0,0,,
1357110000000000000,0,21,0,0,0,0,0,,
1357110900000000000,0,0,0,0,24,0,25,,
1357111800000000000,0,0,0,0,0,0,0,,
1357112700000000000,0,14,0,0,0,0,0,,
1357113600000000000,0,0,0,0,24,0,0,,
1357114500000000000,0,14,0,0,24,0,0,,
1357115400000000000,0,21,0,0,0,0,0,,
1357116300000000000,0,0,0,0,53,0,25,,
1357117200000000000,0,21,0,0,53,0,63,,
1357118100000000000,0,21,0,0,53,0,63,,
1357119000000000000,0,21,0,0,53,0,63,,
1357119900000000000,0,14,0,0,53,0,0,,
1357120800000000000,0,21,0,0,24,0,0,,
1357121700000000000,0,14,0,0,0,0,0,,
1357122600000000000,0,14,0,0,24,0,0,,
1357123500000000000,0,0,0,0,24,0,0,,
1357124400000000000,0,14,0,0,0,0,0,,
1357125300000000000,0,14,0,0,53,0,25,,
1357126200000000000,0,21,0,0,53,0,63,,
1357127100000000000,0,14,0,0,24,0,63,,
1357128000000000000,0,0,0,0,0,0,0,,
1357128900000000000,0,21,0,0,53,0,63,,
1357129800000000000,0,21,0,0,53,0,63,,
1357130700000000000,0,14,0,0,24,0,25,,
1357131600000000000,0,21,0,0,53,0,63,,
1357132500000000000,0,0,0,0,53,0,63,,
1357133400000000000,0,14,0,0,24,0,63,,
1357134300000000000,0,21,0,0,53,0,63,,
1357135200000000000,0,14,0,0,53,0,63,,
1357136100000000000,0,21,0,0,53,0,25,,
1357137000000000000,0,0,0,0,24,0,63,,
1357137900000000000,0,21,0,0,53,0,63,,
1357138800000000000,0,14,0,0,24,0,63,,
1357139700000000000,0,21,0,0,53,0,63,,
1357140600000000000,0,14,0,0,24,0,0,,
1357141500000000000,0,21,0,0,24,0,63,,
1357142400000000000,0,21,0,0,53,0,63,,
1357143300000000000,0,21,0,0,53,0,63,,
1357144200000000000,0,21,0,0,53,0,63,,
1357145100000000000,0,21,0,0,53,0,63,,
1357146000000000000,0,21,0,0,53,0,63,,
1357146900000000000,0,21,0,0,53,0,63,,
1357147800000000000,0,21,0,0,53,0,63,,
1357148700000000000,0,21,0,0,53,0,63,,
1357149600000000000,0,21,0,0,53,0,63,,
1357150500000000000,0,21,0,0,53,0,63,,
1357151400000000000,0,21,0,0,53,0,63,,
1357152300000000000,0,21,0,0,53,0,63,,
1357153200000000000,0,21,0,0,53,0,63,,
1357154100000000000,0,21,0,0,53,0,63,,
1357155000000000000,0,21,0,0,53,0,63,,
1357155900000000000,0,21,0,0,53,0,63,,
1357156800000000000,0,21,0,0,53,0,63,,
1357157700000000000,0,21,0,0,53,0,63,,
1357158600000000000,0,0,0,0,24,0,25,,
1357159500000000000,0,21,0,0,53,0,25,,
1357160400000000000,0,21,0,0,53,0,63,,
1357161300000000000,0,21,0,0,53,0,63,,
1357162200000000000,0,21,0,0,53,0,63,,
1357163100000000000,0,21,0,0,53,0,63,,
1357164000000000000,0,21,0,0,53,0,63,,
1357164900000000000,0,21,0,0,53,0,63,,
1357165800000000000,0,21,0,0,53,0,63,,
1357166700000000000,0,21,0,0,53,0,63,,
1357167600000000000,0,21,0,0,53,0,63,,
1357168500000000000,0,21,0,0,53,0,63,,
1357169400000000000,0,21,0,0,53,0,63,,
1357170300000000000,0,21,0,0,53,0,63,,
1357171200000000000,0,21,0,0,53,0,63,,
1357172100000000000,0,21,0,0,53,0,63,,
1357173000000000000,0,21,0,0,24,0,25,,
1357173900000000000,0,21,0,0,24,0,63,,
1357174800000000000,0,21,0,0,24,0,25,,
1357175700000000000,0,0,0,0,0,0,25,,
1357176600000000000,0,21,0,0,53,0,63,,
1357177500000000000,0,21,0,0,53,0,63,,
1357178400000000000,0,0,0,0,53,0,0,,
1357179300000000000,0,14,0,0,24,0,0,,
1357180200000000000,0,0,0,0,0,0,25,,
1357181100000000000,0,14,0,0,0,0,0,,
1357182000000000000,0,21,0,0,24,0,0,,
1357182900000000000,0,21,0,0,24,0,0,,
1357183800000000000,0,14,0,0,0,0,0,,
1357184700000000000,0,21,0,0,53,0,63,,
1357185600000000000,0,14,0,0,24,0,0,,
1357186500000000000,0,21,0,0,53,0,0,,
1357187400000000000,0,14,0,0,0,0,0,,
1357188300000000000,0,21,0,0,53,0,63,,
1357189200000000000,0,21,0,0,53,0,63,,
1357190100000000000,0,21,0,0,53,0,63,,
1357191000000000000,0,0,0,0,53,0,63,,
1357191900000000000,0,14,0,0,24,0,63,,
1357192800000000000,0,21,0,0,53,0,63,,
1357193700000000000,0,14,0,0,24,0,25,,
1357194600000000000,0,0,0,0,0,0,25,,
1357195500000000000,0,14,0,0,0,0,0,,
1357196400000000000,0,0,0,0,0,0,0,,
1357197300000000000,0,14,0,0,24,0,0,,
1357198200000000000,0,14,0,0,53,0,0,,
1357199100000000000,0,14,0,0,0,0,0,,
1357200000000000000,0,0,0,0,0,0,0,,
1357200900000000000,0,14,0,0,0,0,0,,
1357201800000000000,0,14,0,0,0,0,63,,
1357202700000000000,0,0,0,0,0,0,0,,
1357203600000000000,0,14,0,0,24,0,0,,
1357204500000000000,0,21,0,0,53,0,63,,
1357205400000000000,0,21,0,0,0,0,63,,
1357206300000000000,0,21,0,0,24,0,25,,
1357207200000000000,0,14,0,0,24,0,0,,
1357208100000000000,0,0,0,0,0,0,25,,
1357209000000000000,0,0,0,0,53,0,0,,
1357209900000000000,0,21,0,0,24,0,0,,
1357210800000000000,0,14,0,0,0,0,0,,
1357211700000000000,0,0,0,0,0,0,0,,
1357212600000000000,0,0,0,0,24,0,25,,
1357213500000000000,0,14,0,0,24,0,0,,
1357214400000000000,0,0,0,0,0,0,0,,
1357215300000000000,0,14,0,0,0,0,0,,
1357216200000000000,0,14,0,0,24,0,25,,
1357217100000000000,0,0,0,0,0,0,25,,
1357218000000000000,0,0,0,0,0,0,63,,
1357218900000000000,0,21,0,0,53,0,63,,
1357219800000000000,0,21,0,0,53,0,63,,
1357220700000000000,0,14,0,0,0,0,0,,
1357221600000000000,0,0,0,0,0,0,0,,
1357222500000000000,0,21,0,0,0,0,0,,
1357223400000000000,0,0,0,0,24,0,63,,
1357224300000000000,0,14,0,0,0,0,0,,
1357225200000000000,0,0,0,0,0,0,0,,
1357226100000000000,0,14,0,0,0,0,0,,
1357227000000000000,0,14,0,0,24,0,25,,
1357227900000000000,0,21,0,0,24,0,25,,
1357228800000000000,0,0,0,0,53,0,63,,
1357229700000000000,0,21,0,0,24,0,25,,
1357230600000000000,0,21,0,0,24,0,63,,
1357231500000000000,0,14,0,0,53,0,63,,
1357232400000000000,0,14,0,0,53,0,63,,
1357233300000000000,0,14,0,0,24,0,63,,
1357234200000000000,0,21,0,0,53,0,63,,
1357235100000000000,0,21,0,0,53,0,63,,
1357236000000000000,0,21,0,0,53,0,63,,
1357236900000000000,0,21,0,0,53,0,63,,
1357237800000000000,0,0,0,0,53,0,25,,
1357238700000000000,0,14,0,0,24,0,0,,
1357239600000000000,0,21,0,0,53,0,0,,
1357240500000000000,0,21,0,0,53,0,63,,
1357241400000000000,0,21,0,0,53,0,63,,
1357242300000000000,0,21,0,0,53,0,63,,
1357243200000000000,0,21,0,0,53,0,63,,
1357244100000000000,0,21,0,0,53,0,63,,
1357245000000000000,0,21,0,0,53,0,63,,
1357245900000000000,0,21,0,0,53,0,63,,
1357246800000000000,0,21,0,0,53,0,63,,
1357247700000000000,0,21,0,0,53,0,63,,
1357248600000000000,0,21,0,0,53,0,63,,
1357249500000000000,0,21,0,0,53,0,63,,
1357250400000000000,0,21,0,0,53,0,63,,
1357251300000000000,0,21,0,0,53,0,63,,
1357252200000000000,0,21,0,0,53,0,63,,
1357253100000000000,0,21,0,0,53,0,63,,
1357254000000000000,0,14,0,0,24,0,25,,
1357254900000000000,0,0,0,0,0,0,0,,
1357255800000000000,0,14,0,0,24,0,25,,
1357256700000000000,0,14,0,0,24,0,0,,
1357257600000000000,0,0,0,0,0,0,0,,
1357258500000000000,0,14,0,0,0,0,0,,
1357259400000000000,0,14,0,0,24,0,25,,
1357260300000000000,0,21,0,0,0,0,25,,
1357261200000000000,0,21,0,0,53,0,63,,
1357262100000000000,0,21,0,0,53,0,63,,
1357263000000000000,0,14,0,0,0,0,0,,
1357263900000000000,0,14,0,0,53,0,0,,
1357264800000000000,0,0,0,0,0,0,25,,
1357265700000000000,0,14,0,0,0,0,0,,
1357266600000000000,0,0,0,0,0,0,0,,
1357267500000000000,0,21,0,0,24,0,0,,
1357268400000000000,0,0,0,0,24,0,25,,
1357269300000000000,0,0,0,0,0,0,0,,
1357270200000000000,0,14,0,0,0,0,0,,
1357271100000000000,0,0,0,0,0,0,25,,
1357272000000000000,0,21,0,0,24,0,25,,
1357272900000000000,0,21,0,0,53,0,63,,
1357273800000000000,0,21,0,0,53,0,63,,
1357274700000000000,0,14,0,0,24,0,25,,
1357275600000000000,0,0,0,0,53,0,63,,
1357276500000000000,0,21,0,0,53,0,63,,
1357277400000000000,0,21,0,0,53,0,63,,
1357278300000000000,0,0,0,0,0,0,0,,
1357279200000000000,0,0,0,0,0,0,0,,
1357280100000000000,0,14,0,0,24,0,25,,
1357281000000000000,0,0,0,0,0,0,25,,
1357281900000000000,0,0,0,0,0,0,0,,
1357282800000000000,0,0,0,0,24,0,0,,
1357283700000000000,0,21,0,0,0,0,0,,
1357284600000000000,0,14,0,0,53,0,0,,
1357285500000000000,0,0,0,0,0,0,0,,
1357286400000000000,0,14,0,0,0,0,0,,
1357287300000000000,0,0,0,0,0,0,0,,
1357288200000000000,0,0,0,0,53,0,0,,
1357289100000000000,0,21,0,0,53,0,63,,
1357290000000000000,0,21,0,0,53,0,63,,
1357290900000000000,0,0,0,0,24,0,0,,
1357291800000000000,0,0,0,0,0,0,25,,
1357292700000000000,0,21,0,0,53,0,25,,
1357293600000000000,0,0,0,0,24,0,0,,
1357294500000000000,0,0,0,0,24,0,0,,
1357295400000000000,0,0,0,0,0,0,25,,
1357296300000000000,0,14,0,0,0,0,25,,
1357297200000000000,0,21,0,0,53,0,63,,
1357298100000000000,0,21,0,0,24,0,63,,
1357299000000000000,0,21,0,0,53,0,63,,
1357299900000000000,0,21,0,0,53,0,63,,
1357300800000000000,0,21,0,0,53,0,63,,
1357301700000000000,0,21,0,0,53,0,63,,
1357302600000000000,0,21,0,0,53,0,63,,
1357303500000000000,0,21,0,0,24,0,0,,
1357304400000000000,0,21,0,0,24,0,63,,
1357305300000000000,0,14,0,0,24,0,63,,
1357306200000000000,0,14,0,0,53,0,25,,
1357307100000000000,0,21,0,0,24,0,63,,
1357308000000000000,0,21,0,0,53,0,63,,
1357308900000000000,0,0,0,0,24,0,63,,
1357309800000000000,0,21,0,0,53,0,63,,
1357310700000000000,0,21,0,0,53,0,63,,
1357311600000000000,0,21,0,0,53,0,63,,
1357312500000000000,0,21,0,0,53,0,63,,
1357313400000000000,0,0,0,0,53,0,63,,
1357314300000000000,0,21,0,0,53,0,63,,
1357315200000000000,0,21,0,0,53,0,63,,
1357316100000000000,0,21,0,0,53,0,63,,
1357317000000000000,0,21,0,0,53,0,63,,
1357317900000000000,0,21,0,0,53,0,63,,
1357318800000000000,0,21,0,0,53,0,63,,
1357319700000000000,0,21,0,0,53,0,63,,
1357320600000000000,0,21,0,0,53,0,63,,
1357321500000000000,0,21,0,0,53,0,63,,
1357322400000000000,0,21,0,0,53,0,63,,
1357323300000000000,0,21,0,0,53,0,63,,
1357324200000000000,0,21,0,0,53,0,63,,
1357325100000000000,0,21,0,0,53,0,63,,
1357326000000000000,0,21,0,0,53,0,63,,
1357326900000000000,0,21,0,0,53,0,63,,
1357327800000000000,0,21,0,0,53,0,63,,
1357328700000000000,0,21,0,0,53,0,63,,
1357329600000000000,0,21,0,0,53,0,63,,
1357330500000000000,0,21,0,0,53,0,63,,
1357331400000000000,0,21,0,0,53,0,63,,
1357332300000000000,0,21,0,0,53,0,63,,
1357333200000000000,0,21,0,0,53,0,63,,
1357334100000000000,0,21,0,0,53,0,63,,
1357335000000000000,0,21,0,0,53,0,63,,
1357335900000000000,0,21,0,0,0,0,63,,
1357336800000000000,0,21,0,0,53,0,63,,
1357337700000000000,0,21,0,0,53,0,63,,
1357338600000000000,0,21,0,0,53,0,63,,
1357339500000000000,0,21,0,0,53,0,63,,
1357340400000000000,0,0,0,0,53,0,0,,
1357341300000000000,0,0,0,0,0,0,0,,
1357342200000000000,0,0,0,0,0,0,0,,
1357343100000000000,0,21,0,0,0,0,25,,
1357344000000000000,0,0,0,0,0,0,25,,
1357344900000000000,0,0,0,0,0,0,0,,
1357345800000000000,0,21,0,0,53,0,63,,
1357346700000000000,0,0,0,0,53,0,0,,
1357347600000000000,0,21,0,0,0,0,0,,
1357348500000000000,0,0,0,0,0,0,0,,
1357349400000000000,0,14,0,0,0,0,0,,
1357350300000000000,0,14,0,0,0,0,25,,
1357351200000000000,0,14,0,0,24,0,0,,
1357352100000000000,0,21,0,0,0,0,0,,
1357353000000000000,0,0,0,0,0,0,0,,
1357353900000000000,0,14,0,0,24,0,0,,
1357354800000000000,0,21,0,0,53,0,63,,
1357355700000000000,0,21,0,0,53,0,63,,
1357356600000000000,0,0,0,0,0,0,0,,
1357357500000000000,0,21,0,0,24,0,0,,
1357358400000000000,0,0,0,0,53,0,0,,
1357359300000000000,0,0,0,0,0,0,0,,
1357360200000000000,0,0,0,0,0,0,0,,
1357361100000000000,0,0,0,0,0,0,25,,
1357362000000000000,0,0,0,0,24,0,25,,
1357362900000000000,0,0,0,0,0,0,0,,
1357363800000000000,0,21,0,0,0,0,0,,
1357364700000000000,0,14,0,0,0,0,0,,
1357365600000000000,0,0,0,0,53,0,0,,
1357366500000000000,0,0,0,0,0,0,0,,
1357367400000000000,0,14,0,0,0,0,0,,
1357368300000000000,0,0,0,0,0,0,0,,
1357369200000000000,0,0,0,0,53,0,25,,
1357370100000000000,0,21,0,0,53,0,63,,
1357371000000000000,0,0,0,0,24,0,25,,
1357371900000000000,0,14,0,0,24,0,25,,
1357372800000000000,0,21,0,0,53,0,63,,
1357373700000000000,0,21,0,0,53,0,63,,
1357374600000000000,0,0,0,0,53,0,63,,
1357375500000000000,0,21,0,0,53,0,63,,
1357376400000000000,0,21,0,0,53,0,63,,
1357377300000000000,0,21,0,0,53,0,63,,
1357378200000000000,0,21,0,0,53,0,63,,
1357379100000000000,0,14,0,0,53,0,63,,
1357380000000000000,0,21,0,0,53,0,63,,
1357380900000000000,0,14,0,0,24,0,63,,
1357381800000000000,0,21,0,0,53,0,63,,
1357382700000000000,0,21,0,0,53,0,63,,
1357383600000000000,0,21,0,0,53,0,63,,
1357384500000000000,0,21,0,0,53,0,63,,
1357385400000000000,0,21,0,0,53,0,63,,
1357386300000000000,0,0,0,0,53,0,63,,
1357387200000000000,0,14,0,0,53,0,0,,
1357388100000000000,0,21,0,0,53,0,63,,
1357389000000000000,0,0,0,0,53,0,63,,
1357389900000000000,0,0,0,0,53,0,25,,
1357390800000000000,0,0,0,0,0,0,0,,
1357391700000000000,0,14,0,0,24,0,25,,
1357392600000000000,0,0,0,0,24,0,25,,
1357393500000000000,0,14,0,0,0,0,0,,
1357394400000000000,0,21,0,0,24,0,0,,
1357395300000000000,0,0,0,0,0,0,25,,
1357396200000000000,0,14,0,0,0,0,0,,
1357397100000000000,0,14,0,0,0,0,0,,
1357398000000000000,0,0,0,0,53,0,63,,
1357398900000000000,0,21,0,0,53,0,25,,
1357399800000000000,0,21,0,0,53,0,63,,
1357400700000000000,0,21,0,0,53,0,63,,
1357401600000000000,0,21,0,0,53,0,63,,
1357402500000000000,0,21,0,0,53,0,63,,
1357403400000000000,0,21,0,0,53,0,63,,
1357404300000000000,0,21,0,0,53,0,63,,
1357405200000000000,0,21,0,0,53,0,63,,
1357406100000000000,0,21,0,0,53,0,63,,
1357407000000000000,0,21,0,0,53,0,63,,
1357407900000000000,0,21,0,0,53,0,63,,
1357408800000000000,0,21,0,0,53,0,63,,
1357409700000000000,0,21,0,0,53,0,63,,
1357410600000000000,0,21,0,0,53,0,63,,
1357411500000000000,0,21,0,0,24,0,25,,
1357412400000000000,0,14,0,0,24,0,0,,
1357413300000000000,0,21,0,0,0,0,63,,
1357414200000000000,0,21,0,0,53,0,63,,
1357415100000000000,0,21,0,0,53,0,63,,
1357416000000000000,0,21,0,0,53,0,63,,
1357416900000000000,0,21,0,0,53,0,63,,
1357417800000000000,0,21,0,0,53,0,63,,
1357418700000000000,0,21,0,0,53,0,63,,
1357419600000000000,0,21,0,0,53,0,63,,
1357420500000000000,0,21,0,0,53,0,63,,
1357421400000000000,0,21,0,0,53,0,63,,
1357422300000000000,0,21,0,0,53,0,63,,
1357423200000000000,0,21,0,0,53,0,63,,
1357424100000000000,0,21,0,0,53,0,63,,
1357425000000000000,0,21,0,0,53,0,63,,
1357425900000000000,0,21,0,0,53,0,63,,
1357426800000000000,0,21,0,0,53,0,63,,
1357427700000000000,0,21,0,0,53,0,63,,
1357428600000000000,0,21,0,0,24,0,63,,
1357429500000000000,0,0,0,0,0,0,25,,
1357430400000000000,0,21,0,0,24,0,25,,
1357431300000000000,0,14,0,0,0,0,0,,
1357432200000000000,0,21,0,0,53,0,63,,
1357433100000000000,0,21,0,0,0,0,0,,
1357434000000000000,0,0,0,0,0,0,63,,
1357434900000000000,0,14,0,0,0,0,0,,"GMT: Sun, 06 Jan 2013 01:15:00 GMT"
