timestamp,Tablet computer charger,Dish washer,Air handling unit,Fridge,HTPC,Freezer,Kettle,Lamp,Laptop computer,Stove,Television,Audio system,,,
1338560100000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338561000000000000,0,0,26,25,58,0,0,0,0,0,159,138,,,
1338561900000000000,0,1316,0,57,0,0,863,114,0,0,0,49,,,
1338562800000000000,0,0,0,0,0,46,300,0,83,0,0,138,,,
1338563700000000000,0,0,77,0,58,22,0,0,0,0,0,138,,,
1338564600000000000,0,0,26,57,0,0,0,0,83,0,64,138,,,
1338565500000000000,0,0,26,0,206,46,0,0,83,0,0,0,,,
1338566400000000000,0,0,0,25,58,0,0,114,36,0,0,49,,,
1338567300000000000,0,205,26,57,0,22,0,0,0,0,0,0,,,
1338568200000000000,0,0,26,0,0,0,0,0,36,0,159,49,,,
1338569100000000000,0,205,0,57,58,46,0,0,0,0,0,0,,,
1338570000000000000,0,0,26,57,58,0,0,0,36,0,64,49,,,
1338570900000000000,0,0,77,57,58,22,0,0,36,0,64,0,,,
1338571800000000000,0,0,26,57,58,22,0,0,0,0,0,138,,,
1338572700000000000,0,0,26,25,58,0,0,0,36,0,159,49,,,
1338573600000000000,0,205,77,57,58,22,0,0,83,289,0,138,,,
1338574500000000000,0,0,26,57,58,22,863,0,36,289,159,0,,,
1338575400000000000,0,0,26,57,0,46,0,0,36,0,159,0,,,
1338576300000000000,0,0,0,0,0,46,0,0,36,0,159,49,,,
1338577200000000000,0,205,26,57,0,22,0,0,0,0,0,0,,,
1338578100000000000,0,0,0,25,58,0,0,0,36,0,159,49,,,
1338579000000000000,0,0,26,57,58,0,0,0,0,0,159,0,,,
1338579900000000000,0,0,0,57,0,22,0,0,83,0,64,49,,,
1338580800000000000,0,0,26,57,206,0,0,114,0,0,64,138,,,
1338581700000000000,0,0,77,57,0,46,0,0,36,0,0,49,,,
1338582600000000000,0,0,26,0,206,22,0,0,0,0,0,49,,,
1338583500000000000,0,0,26,0,206,46,0,0,0,0,0,49,,,
1338584400000000000,0,0,0,0,206,46,0,0,0,0,0,49,,,
1338585300000000000,0,0,77,0,58,46,0,0,36,0,64,0,,,
1338586200000000000,0,0,77,0,0,22,0,0,83,0,0,138,,,
1338587100000000000,0,0,26,25,58,0,0,114,83,0,0,0,,,
1338588000000000000,0,0,26,0,0,22,0,0,83,0,159,49,,,
1338588900000000000,0,0,0,25,0,22,0,210,0,0,0,49,,,
1338589800000000000,0,0,0,57,0,22,0,0,0,0,0,49,,,
1338590700000000000,0,0,26,25,0,22,0,0,36,0,0,49,,,
1338591600000000000,0,0,26,25,58,22,0,0,0,0,0,49,,,
1338592500000000000,0,0,77,25,0,0,0,0,0,0,64,49,,,
1338593400000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338594300000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338595200000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338596100000000000,0,0,26,0,0,0,0,0,36,0,0,0,,,
1338597000000000000,0,0,0,25,0,0,0,0,0,0,0,0,,,
1338597900000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338598800000000000,0,0,0,0,58,0,0,0,0,0,0,49,,,
1338599700000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338600600000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338601500000000000,0,0,0,0,0,0,0,0,83,0,0,0,,,
1338602400000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338603300000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338604200000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338605100000000000,0,0,0,25,0,0,0,0,0,0,0,49,,,
1338606000000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338606900000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338607800000000000,0,0,0,0,58,46,0,0,0,0,0,0,,,
1338608700000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338609600000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338610500000000000,0,0,77,0,0,0,0,0,0,0,0,0,,,
1338611400000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338612300000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338613200000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338614100000000000,0,0,0,0,0,22,0,0,0,0,0,49,,,
1338615000000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338615900000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338616800000000000,0,0,26,0,0,0,0,0,0,0,0,49,,,
1338617700000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338618600000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338619500000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338620400000000000,0,0,77,0,0,0,0,0,0,0,0,0,,,
1338621300000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338622200000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338623100000000000,0,0,0,0,0,22,0,0,0,0,64,0,,,
1338624000000000000,0,0,0,25,0,0,0,0,0,0,64,0,,,
1338624900000000000,0,0,0,0,0,46,0,114,36,0,64,138,,,
1338625800000000000,0,0,0,25,0,46,0,114,36,0,0,0,,,
1338626700000000000,0,0,77,57,0,46,0,0,0,0,0,49,,,
1338627600000000000,0,0,77,57,58,0,0,0,0,0,0,0,,,
1338628500000000000,0,0,77,25,0,0,0,0,36,0,64,0,,,
1338629400000000000,0,0,26,57,58,46,0,0,36,0,0,49,,,
1338630300000000000,0,0,26,57,0,22,0,0,36,0,0,49,,,
1338631200000000000,0,0,26,0,58,46,0,0,83,0,0,0,,,
1338632100000000000,0,0,26,0,0,0,0,0,36,0,159,49,,,
1338633000000000000,0,0,0,0,58,0,0,0,0,0,159,0,,,
1338633900000000000,0,0,0,25,0,0,0,0,0,0,64,49,,,
1338634800000000000,0,0,26,57,58,46,0,0,36,0,0,0,,,
1338635700000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338636600000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338637500000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338638400000000000,0,0,0,57,0,0,0,0,36,0,0,0,,,
1338639300000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338640200000000000,0,0,0,0,0,0,0,0,0,0,0,49,,,
1338641100000000000,0,0,0,57,0,0,0,0,36,0,0,0,,,
1338642000000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338642900000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338643800000000000,0,0,26,25,0,22,0,0,0,0,0,0,,,
1338644700000000000,0,0,0,0,0,22,0,0,0,0,0,49,,,
1338645600000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338646500000000000,0,0,0,0,0,22,0,0,0,0,0,49,,,
1338647400000000000,0,0,0,0,0,22,0,0,36,0,0,0,,,
1338648300000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338649200000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338650100000000000,0,0,26,0,0,0,0,0,83,0,0,0,,,
1338651000000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338651900000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338652800000000000,0,0,0,0,0,22,0,0,0,0,0,49,,,
1338653700000000000,0,0,0,25,0,0,0,0,36,0,0,0,,,
1338654600000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338655500000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338656400000000000,0,0,26,0,0,46,0,0,0,0,0,49,,,
1338657300000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338658200000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338659100000000000,0,0,26,25,0,0,0,0,36,0,0,0,,,
1338660000000000000,0,0,26,25,206,0,863,0,36,0,0,138,,,
1338660900000000000,0,205,26,25,206,46,300,114,83,0,159,138,,,
1338661800000000000,0,0,26,0,0,46,0,114,0,289,0,138,,,
1338662700000000000,0,0,26,0,58,0,0,0,36,0,64,49,,,
1338663600000000000,0,0,0,0,58,0,0,0,0,0,159,0,,,
1338664500000000000,0,0,26,25,58,0,0,114,83,0,0,0,,,
1338665400000000000,0,0,0,0,0,46,0,0,83,0,0,138,,,
1338666300000000000,0,0,77,57,58,22,0,0,0,0,0,49,,,
1338667200000000000,0,0,77,25,58,0,0,0,36,0,0,0,,,
1338668100000000000,0,0,0,57,0,46,0,0,0,0,64,49,,,
1338669000000000000,0,0,0,25,0,0,0,0,36,0,159,0,,,
1338669900000000000,0,0,0,25,58,0,0,114,36,0,0,0,,,
1338670800000000000,0,0,0,57,0,46,0,0,0,0,64,49,,,
1338671700000000000,0,0,0,57,0,46,0,0,36,0,0,49,,,
1338672600000000000,0,0,77,57,0,46,0,0,36,0,0,49,,,
1338673500000000000,0,0,26,0,0,46,0,0,83,0,0,49,,,
1338674400000000000,0,0,0,0,58,0,0,0,36,0,64,49,,,
1338675300000000000,0,0,0,0,206,0,0,0,36,0,0,49,,,
1338676200000000000,0,0,26,0,0,0,0,114,0,0,0,0,,,
1338677100000000000,0,0,0,25,0,46,0,0,0,0,0,0,,,
1338678000000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338678900000000000,0,0,26,0,0,0,0,0,0,0,64,0,,,
1338679800000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338680700000000000,0,0,26,25,0,22,0,0,0,0,0,0,,,
1338681600000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338682500000000000,0,0,26,0,0,22,0,0,0,0,0,0,,,
1338683400000000000,0,0,0,25,0,0,0,0,0,0,0,0,,,
1338684300000000000,0,0,0,25,0,46,0,0,36,0,0,0,,,
1338685200000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338686100000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338687000000000000,0,0,0,0,0,0,0,0,36,0,0,49,,,
1338687900000000000,0,0,0,0,0,0,0,0,0,0,0,49,,,
1338688800000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338689700000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338690600000000000,0,0,26,0,0,22,0,0,0,0,0,49,,,
1338691500000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338692400000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338693300000000000,0,0,0,0,58,22,0,0,0,0,0,0,,,
1338694200000000000,0,0,0,0,58,0,0,0,0,0,0,0,,,
1338695100000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338696000000000000,0,0,26,0,0,22,0,0,0,0,0,49,,,
1338696900000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338697800000000000,0,0,0,57,0,0,0,0,36,0,0,0,,,
1338698700000000000,0,0,0,25,58,0,0,0,36,0,0,49,,,
1338699600000000000,0,0,0,57,0,0,0,0,0,0,64,0,,,
1338700500000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338701400000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338702300000000000,0,0,0,57,0,0,0,0,0,0,0,49,,,
1338703200000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338704100000000000,0,0,26,0,0,22,0,0,0,0,0,0,,,
1338705000000000000,0,205,77,0,0,22,0,114,0,0,159,0,,,
1338705900000000000,0,0,0,25,58,46,300,114,0,0,0,0,,,
1338706800000000000,0,0,77,57,58,0,0,114,0,0,159,0,,,
1338707700000000000,0,205,0,25,0,46,0,114,0,0,64,0,,,
1338708600000000000,0,205,0,57,58,0,0,0,0,0,64,49,,,
1338709500000000000,0,205,77,25,0,0,0,114,0,0,0,0,,,
1338710400000000000,0,205,26,25,0,46,0,0,0,0,64,49,,,
1338711300000000000,0,0,26,25,206,22,0,0,83,0,64,49,,,
1338712200000000000,0,0,0,0,0,0,300,0,83,0,0,49,,,
1338713100000000000,0,0,0,25,58,46,0,114,36,0,0,138,,,
1338714000000000000,0,0,26,25,206,46,0,0,0,0,64,138,,,
1338714900000000000,0,205,26,57,58,22,0,0,0,0,0,49,,,
1338715800000000000,0,205,0,0,58,22,0,0,0,0,159,0,,,
1338716700000000000,0,0,0,25,58,22,0,0,36,0,159,49,,,
1338717600000000000,0,0,0,25,58,22,0,210,0,0,64,0,,,
1338718500000000000,0,0,26,57,0,22,0,114,83,0,0,49,,,
1338719400000000000,0,0,0,25,0,22,0,0,0,0,0,0,,,
1338720300000000000,0,0,26,25,0,0,0,0,0,0,0,49,,,
1338721200000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338722100000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338723000000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338723900000000000,0,0,0,0,0,22,0,0,0,0,0,49,,,
1338724800000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338725700000000000,0,0,0,0,0,22,0,0,0,0,0,49,,,
1338726600000000000,0,0,0,57,0,22,0,0,0,0,0,0,,,
1338727500000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338728400000000000,0,0,0,0,58,0,0,0,0,0,0,0,,,
1338729300000000000,0,0,26,0,0,46,0,0,0,0,0,0,,,
1338730200000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338731100000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338732000000000000,0,0,77,0,0,0,0,0,0,0,0,0,,,
1338732900000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338733800000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338734700000000000,0,0,0,0,58,22,0,0,0,0,0,0,,,
1338735600000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338736500000000000,0,0,0,25,0,0,0,0,0,0,0,0,,,
1338737400000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338738300000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338739200000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338740100000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338741000000000000,0,0,26,0,0,22,0,0,0,0,64,0,,,
1338741900000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338742800000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338743700000000000,0,0,26,0,58,0,0,0,0,0,0,0,,,
1338744600000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338745500000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338746400000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338747300000000000,0,0,77,25,0,0,0,0,0,0,0,0,,,
1338748200000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338749100000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338750000000000000,0,0,77,0,0,46,0,0,0,0,0,0,,,
1338750900000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338751800000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338752700000000000,0,0,0,25,0,0,0,0,0,0,0,49,,,
1338753600000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338754500000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338755400000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338756300000000000,0,0,26,25,0,0,0,0,0,0,0,49,,,
1338757200000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338758100000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338759000000000000,0,0,77,0,0,0,0,0,0,0,0,0,,,
1338759900000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338760800000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338761700000000000,0,0,0,0,58,0,0,0,36,0,0,0,,,
1338762600000000000,0,0,77,25,58,22,0,114,36,0,64,138,,,
1338763500000000000,0,0,77,0,58,22,0,114,83,0,159,0,,,
1338764400000000000,0,205,77,57,58,0,0,0,36,0,64,0,,,
1338765300000000000,0,0,26,25,206,46,0,0,0,0,64,138,,,
1338766200000000000,0,0,26,57,0,22,0,114,83,0,0,138,,,
1338767100000000000,0,0,26,25,58,46,0,0,0,0,0,0,,,
1338768000000000000,0,0,0,25,0,0,0,0,36,0,64,0,,,
1338768900000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338769800000000000,0,0,26,25,0,22,0,0,36,0,0,0,,,
1338770700000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338771600000000000,0,0,26,0,0,0,0,0,36,0,0,0,,,
1338772500000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338773400000000000,0,0,0,25,0,46,0,0,0,0,0,49,,,
1338774300000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338775200000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338776100000000000,0,0,0,25,58,0,0,0,0,0,0,49,,,
1338777000000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338777900000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338778800000000000,0,0,0,0,0,22,0,0,0,0,64,0,,,
1338779700000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338780600000000000,0,0,0,0,58,0,0,0,0,0,0,0,,,
1338781500000000000,0,0,0,0,0,0,0,0,0,0,0,49,,,
1338782400000000000,0,0,77,25,0,0,0,0,0,0,0,0,,,
1338783300000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338784200000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338785100000000000,0,0,0,0,58,22,0,0,36,0,0,0,,,
1338786000000000000,0,0,0,0,58,0,0,0,0,0,0,0,,,
1338786900000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338787800000000000,0,0,26,25,0,0,0,0,36,0,0,0,,,
1338788700000000000,0,0,0,0,0,46,0,0,36,0,0,0,,,
1338789600000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338790500000000000,0,0,0,0,58,0,0,0,0,0,0,0,,,
1338791400000000000,0,0,0,0,58,22,0,0,36,0,0,0,,,
1338792300000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338793200000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338794100000000000,0,205,26,0,58,46,0,114,0,0,0,0,,,
1338795000000000000,0,0,26,25,58,22,0,0,0,0,0,49,,,
1338795900000000000,0,0,0,57,0,46,0,0,0,0,64,0,,,
1338796800000000000,0,0,77,25,0,46,0,0,0,0,0,0,,,
1338797700000000000,0,0,0,0,0,22,0,0,0,0,64,138,,,
1338798600000000000,0,0,0,0,0,0,0,114,36,0,0,0,,,
1338799500000000000,0,0,26,0,0,46,0,0,36,0,0,0,,,
1338800400000000000,0,0,26,0,0,46,0,0,83,0,0,49,,,
1338801300000000000,0,205,0,0,58,0,300,0,83,0,0,0,,,
1338802200000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338803100000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338804000000000000,0,0,0,25,0,0,0,0,36,0,159,0,,,
1338804900000000000,0,0,0,25,0,0,0,0,83,0,64,0,,,
1338805800000000000,0,0,77,0,0,0,0,114,83,0,0,49,,,
1338806700000000000,0,0,0,25,58,0,0,114,36,0,0,49,,,
1338807600000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338808500000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338809400000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338810300000000000,0,0,26,0,0,0,0,0,0,0,0,49,,,
1338811200000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338812100000000000,0,0,26,0,0,46,0,0,0,0,0,0,,,
1338813000000000000,0,0,0,0,0,46,0,0,83,0,0,0,,,
1338813900000000000,0,0,26,25,0,0,0,0,36,0,0,0,,,
1338814800000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338815700000000000,0,0,26,25,0,0,0,0,0,0,0,49,,,
1338816600000000000,0,0,0,0,0,0,0,0,83,0,0,0,,,
1338817500000000000,0,0,26,25,58,46,0,0,36,0,0,138,,,
1338818400000000000,0,205,77,57,58,22,300,210,0,0,159,138,,,
1338819300000000000,0,205,26,57,58,22,0,114,0,289,0,49,,,
1338820200000000000,0,0,77,25,58,22,0,0,0,0,0,0,,,
1338821100000000000,0,0,26,0,0,22,0,114,0,0,0,0,,,
1338822000000000000,0,0,0,57,0,22,0,0,83,0,64,0,,,
1338822900000000000,0,0,26,57,206,46,0,114,83,0,159,0,,,
1338823800000000000,0,0,26,57,0,22,0,114,36,1214,159,138,,,
1338824700000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338825600000000000,0,0,0,25,0,0,0,0,36,0,64,0,,,
1338826500000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338827400000000000,0,0,77,0,0,0,0,0,0,0,0,0,,,
1338828300000000000,0,0,0,25,0,22,0,0,0,0,0,49,,,
1338829200000000000,0,0,77,25,0,46,0,114,36,0,64,138,,,
1338830100000000000,0,0,77,57,206,46,300,0,0,289,64,138,,,
1338831000000000000,0,0,0,57,206,22,0,210,83,1214,64,0,,,
1338831900000000000,0,1316,77,57,58,46,863,114,83,0,159,138,,,
1338832800000000000,0,0,26,25,0,22,0,0,0,0,0,0,,,
1338833700000000000,0,0,77,0,0,0,0,0,0,0,0,0,,,
1338834600000000000,0,0,0,57,0,46,0,114,0,0,0,0,,,
1338835500000000000,0,0,77,0,0,22,0,0,0,0,0,0,,,
1338836400000000000,0,0,26,25,0,0,0,0,83,0,0,0,,,
1338837300000000000,0,0,0,0,0,0,0,0,36,0,0,138,,,
1338838200000000000,0,0,77,0,58,0,0,0,0,0,0,49,,,
1338839100000000000,0,0,26,25,58,46,0,0,36,0,0,138,,,
1338840000000000000,0,0,0,57,58,0,0,0,36,0,159,49,,,
1338840900000000000,0,0,26,0,58,22,0,210,0,0,64,0,,,
1338841800000000000,0,205,26,57,0,22,0,0,0,0,0,0,,,
1338842700000000000,0,0,26,0,206,46,0,0,83,0,0,0,,,
1338843600000000000,0,0,0,57,0,0,0,114,0,0,64,138,,,
1338844500000000000,0,0,26,57,0,0,0,0,36,0,159,138,,,
1338845400000000000,0,205,77,0,0,22,0,114,0,0,0,0,,,
1338846300000000000,0,205,77,0,58,0,0,114,0,0,0,49,,,
1338847200000000000,0,0,26,25,0,46,0,114,83,0,0,0,,,
1338848100000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338849000000000000,0,0,0,57,0,22,0,0,0,0,0,0,,,
1338849900000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338850800000000000,0,0,0,0,0,0,0,0,0,0,0,49,,,
1338851700000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338852600000000000,0,0,0,0,58,46,0,0,0,0,0,0,,,
1338853500000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338854400000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338855300000000000,0,0,26,0,58,0,0,0,0,0,0,0,,,
1338856200000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338857100000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338858000000000000,0,0,0,0,58,0,0,0,0,0,0,0,,,
1338858900000000000,0,0,26,0,0,46,0,0,0,0,0,0,,,
1338859800000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338860700000000000,0,0,0,25,0,0,0,0,36,0,0,0,,,
1338861600000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338862500000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338863400000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338864300000000000,0,0,26,25,0,0,0,0,0,0,0,49,,,
1338865200000000000,0,0,0,25,0,46,0,0,0,0,0,0,,,
1338866100000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338867000000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338867900000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338868800000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338869700000000000,0,0,0,0,0,22,0,0,0,0,0,49,,,
1338870600000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338871500000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338872400000000000,0,0,0,57,0,46,0,0,0,0,0,0,,,
1338873300000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338874200000000000,0,0,0,0,0,0,0,0,0,0,0,49,,,
1338875100000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338876000000000000,0,0,77,0,0,0,0,0,0,0,0,0,,,
1338876900000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338877800000000000,0,0,0,25,0,46,0,0,36,0,0,0,,,
1338878700000000000,0,0,26,0,0,46,0,114,36,0,0,0,,,
1338879600000000000,0,0,0,0,58,0,0,0,0,0,0,0,,,
1338880500000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338881400000000000,0,0,0,0,0,22,0,0,83,0,0,0,,,
1338882300000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338883200000000000,0,0,0,25,0,0,0,0,0,0,0,0,,,
1338884100000000000,0,0,0,25,0,0,0,0,0,0,0,49,,,
1338885000000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338885900000000000,0,0,26,0,0,22,0,0,0,0,0,0,,,
1338886800000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338887700000000000,0,0,0,25,0,22,0,0,0,0,0,49,,,
1338888600000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
