,min1,min2,min3,min123,max1,max2,max3,max123,mean1,mean2,mean3,mean123,std1,std2,std3,std123,sad1,sad2,sad3,sad123,corl1,corl2,corl3,corl123,onoff1,onoff2,onoff3,onoff123,range1,range2,range3,range123,pfixed,ptime,pprob
11,0.492365030308,0.181644641589,0.977981591396,0.492365030308,0.356164646787,0.492956129551,0.0880217022969,0.356164931461,0.162381349705,0.109528982351,0.189543172838,0.162381339518,0.266867965518,0.346300878005,0.000268591340772,0.266867927495,0.0217748636433,0.0432546490797,0.00136164345733,0.0217750069788,0.992387989657,0.992127524818,0.647840392499,0.992387987562,0.0324074074074,0.0360824742268,0.0,0.0480349344978,0.328616591246,0.498549576825,0.000908242784597,0.328616878371,0.0,0.171875,1.0
12,0.476617322106,0.158903326355,0.974469853693,0.476617322106,0.15282214933,0.185587159042,0.0881948589213,0.15282214933,0.106112037301,0.0417099618553,0.189394771281,0.106112036109,0.0217646303967,0.0282098497316,0.000554968548423,0.0217646391582,0.0211172674901,0.0417882273897,0.00202065815032,0.0211172569833,0.585480694025,0.584337959784,0.809193026617,0.585480550177,0.037037037037,0.0412371134021,0.0,0.0786026200873,0.124734750552,0.18890986303,0.00139626632692,0.124734750552,1.0,0.1875,1.0
13,0.470520170802,0.148872924678,0.968623184007,0.470520170802,0.0893403182795,0.0898845122994,0.0880572537778,0.0893403182795,0.097369678003,0.0312220748358,0.18926460637,0.0973696765613,0.0195493821544,0.0254243325405,0.000570749881532,0.0195493821274,0.0176114451654,0.0345937877777,0.00192804712422,0.0176114364028,0.870825117627,0.871101436965,0.776348226749,0.870825117627,0.0231481481481,0.0257731958763,0.0,0.0742358078603,0.0611753768118,0.092709090066,0.00178258341917,0.0611753768118,1.0,0.203125,1.0
14,0.470885962555,0.147959952169,0.970645235104,0.470885962555,0.179776488364,0.226469534177,0.0879271771831,0.179776773037,0.125305849947,0.0649296475868,0.189256656986,0.125305848661,0.027788124789,0.0360591309912,0.000502752423275,0.0277881377626,0.0216838055074,0.0428355325909,0.00200671351527,0.0216838227495,0.814894987518,0.814524211609,0.752615562607,0.814894601942,0.0416666666667,0.0463917525773,0.0,0.0742358078603,0.152362039062,0.231083488426,0.00147118589302,0.152362326187,1.0,0.21875,1.0
15,0.106738406641,0.146924020399,0.00656582873741,0.106738406641,0.0884840194802,0.088639750136,0.0879547818624,0.0884840194802,0.0810381621594,0.0233409650226,0.163376354122,0.0810381609596,0.0348896505863,0.0144862475022,0.0909368174781,0.0348896505383,0.0113713980354,0.019388768689,0.00436712909591,0.0113713923776,0.968050778479,0.716385254834,0.998254270257,0.968050778479,0.0277777777778,0.020618556701,0.0102040816327,0.0655021834061,0.0882953158609,0.0915866312455,0.0879061822873,0.0882953158609,1.0,0.234375,0.997777777778
16,0.00924743945773,0.0321722905158,0.00626228757956,0.00924743945773,0.000710403475298,0.00100225927557,0.000194905765572,0.000710403475298,0.00409585023493,0.00494361587232,0.00038879874092,0.00409585017429,0.00895701637217,0.0116260858432,5.71491263504e-05,0.00895701635984,0.000603468629624,0.000948059771994,0.000622959263765,0.00060346832937,0.996869271734,0.996671683759,0.249642034466,0.996869271734,0.00462962962963,0.00515463917526,0.0,0.00436681222707,0.00726540506916,0.0109692266463,0.000112170076623,0.00726540506916,1.0,0.25,0.0
17,0.0097849293798,0.0327133112621,0.00639304377063,0.0097849293798,0.129254859204,0.195131840522,0.000226274719258,0.129254859204,0.0312939176597,0.0377441503342,0.000417071912959,0.0312939171963,0.0268333655241,0.034831999022,5.25454034619e-05,0.0268333654872,0.020015151502,0.0394498845437,0.000644363642796,0.0200151415435,0.635962608582,0.635899133463,0.194288688073,0.635962608582,0.0324074074074,0.0360824742268,0.0,0.0393013100437,0.136875247017,0.207511853196,0.000131841694538,0.136875247017,1.0,0.265625,0.0
18,0.00922877661322,0.0320431832923,0.00588402859825,0.00922877661322,0.0554255624265,0.083754864838,0.000202434314457,0.0554255624265,0.0153433107497,0.0185107066656,0.000394377151097,0.0153433105225,0.0175992475759,0.0228331775376,6.92893328013e-05,0.0175992475517,0.00642544300827,0.0124149547073,0.000783117706467,0.00642543981131,0.878210886843,0.877902010927,0.237905719182,0.878210886843,0.0185185185185,0.020618556701,0.0,0.0218340611354,0.0624530820188,0.0947759294845,0.000153606037764,0.0624530820188,1.0,0.28125,0.0
19,0.00984465048225,0.032556538205,0.00485198866157,0.00984465048225,0.00111464027551,0.00164226911328,0.000234221520859,0.00111464027551,0.0165720417135,0.0199739932168,0.000436270389694,0.0165720414681,0.00792129700612,0.0102861799023,5.33438961103e-05,0.00792129699522,0.000619614384982,0.000930090891983,0.000731549400551,0.000619614076695,0.995753288338,0.99566003737,0.136717988426,0.995753288338,0.00462962962963,0.00515463917526,0.0,0.00436681222707,0.00762718227384,0.0115901057301,0.000277913921185,0.00762718227384,1.0,0.296875,0.0
20,0.00949192272089,0.0319294459763,0.00656582873741,0.00949192272089,0.0863123853743,0.130345517169,0.000204525578036,0.0863123853743,0.0077161408694,0.00930241864731,0.000408379341761,0.00771614075515,0.0231237017761,0.0300216232831,5.60195447692e-05,0.0231237017443,0.0147438987475,0.0289390756653,0.00073282094782,0.0147438914117,0.783131201065,0.783180808255,0.157059375502,0.783131201065,0.0277777777778,0.0309278350515,0.0,0.0305676855895,0.0935855896674,0.141962957553,9.45911840179e-05,0.0935855896674,1.0,0.3125,0.0
21,0.00959643465018,0.032670275521,0.00595407655775,0.00959643465018,0.0125845748076,0.0189178050651,0.000190723238414,0.0125845748076,0.0356667627551,0.0430177634042,0.0004215831839,0.0356667622271,0.0203095536445,0.0263862009323,4.81831365236e-05,0.0203095536165,0.0012490325511,0.00215693214395,0.000599633435528,0.00124903192965,0.998614322974,0.998377743083,0.206368497767,0.998614322974,0.00925925925926,0.0103092783505,0.0,0.00873362445415,0.0192149635646,0.0290757326624,0.000135608600097,0.0192149635646,1.0,0.328125,0.0
22,0.00937434680044,0.032215326257,0.00652379996171,0.00937434680044,0.0812439106494,0.122591014365,0.000248023860481,0.0812439106494,0.00894266920703,0.0107601728714,0.000456568100077,0.00894266907463,0.015443307862,0.0200495018298,4.98851262585e-05,0.0154433078407,0.0084633821136,0.0165067353028,0.000635321528882,0.00846337790267,0.618455476971,0.618947610773,0.161607020774,0.618455476971,0.0138888888889,0.0154639175258,0.0,0.0174672489083,0.0884825212081,0.134090289142,0.000141886776027,0.0884825212081,1.0,0.34375,0.0
23,0.00950871928096,0.032329063573,0.00630431635526,0.00950871928096,0.000806338546897,0.0011426443693,0.00023213025728,0.000806338546897,0.0130916580838,0.0157633362596,0.000461901790354,0.0130916578899,0.0109662703985,0.014244322958,5.88404118291e-05,0.0109662703834,0.000564709005976,0.000899471587174,0.000703321051176,0.000564708725007,0.99920436224,0.999013175804,0.218653332009,0.99920436224,0.00925925925926,0.0103092783505,0.0,0.00873362445415,0.00734206738158,0.0111002817685,0.000145653681585,0.00734206738158,1.0,0.359375,0.0
24,0.00984091791334,0.032556538205,0.00702814527013,0.00984091791334,0.0822718677519,0.124144709729,0.000338366447098,0.0822718677519,0.0242493712615,0.0291819358941,0.000555541252368,0.0242493709024,0.0317436152534,0.0411922075648,6.54565907494e-05,0.0317436152097,0.0158004436214,0.0309006274833,0.00081525959577,0.01580043576,0.862653833299,0.862361246124,0.174625681914,0.862653833299,0.0277777777778,0.0309278350515,0.0,0.0262008733624,0.0894834381411,0.135639439058,0.000187089642726,0.0894834381411,1.0,0.375,0.0
25,0.0100238137896,0.0326549056134,0.00601945465329,0.0100238137896,0.0112421954898,0.0168522308223,0.000285248352189,0.0112421954898,0.0255716663848,0.0308030607133,0.000498988890589,0.0255716660062,0.0174250417307,0.0226170957122,6.36806761277e-05,0.0174250417067,0.00113132410807,0.0019969202395,0.000712349036787,0.00113132354518,0.998743659729,0.998487007733,0.237329161983,0.998743659729,0.00925925925926,0.0103092783505,0.0,0.0174672489083,0.0178281509467,0.0269851639942,0.000224340153246,0.0178281509467,1.0,0.390625,0.0
26,0.00972894084625,0.0324704667226,0.00630431635526,0.00972894084625,0.114248706691,0.172475664255,0.00023213025728,0.114248706691,0.00488310042435,0.00585391566498,0.000475269113409,0.00488310035206,0.0206573231949,0.0268176192534,5.82709000279e-05,0.0206573231664,0.011728664919,0.0228890343063,0.000710611255519,0.0117286590834,0.54982461254,0.549635657823,0.168769081332,0.54982461254,0.0138888888889,0.0154639175258,0.0,0.0131004366812,0.121744202556,0.184586785594,0.000145653681585,0.121744202556,1.0,0.40625,0.0
27,0.10623077727,0.191201650113,0.00692073839889,0.10623077727,0.12601740638,0.19021965215,0.000234221520859,0.12601740638,0.0233155830311,0.0280950065165,0.000468713829534,0.0233155826859,0.0227419777845,0.0295255349953,4.34970310774e-05,0.0227419777532,0.0120464153466,0.0237318081059,0.000558364662492,0.0120464093529,0.629106678639,0.629163024854,0.158944218264,0.629106678639,0.0138888888889,0.0154639175258,0.0,0.0131004366812,0.126190903801,0.191313483635,9.24984587078e-05,0.126190903801,1.0,0.421875,0.0
28,0.0349387112186,0.0747038987308,0.00573459295131,0.0349387112186,0.0332131772657,0.0501297325954,0.000177339151507,0.0332131772657,0.0304173973309,0.0367183151791,0.000347757007221,0.0304173968806,0.0191993582915,0.0249210995952,6.45580011174e-05,0.019199358265,0.00641039746281,0.0126304007455,0.000595380816327,0.00641039427333,0.962866846846,0.962585298962,0.314362482445,0.962866846846,0.0416666666667,0.0463917525773,0.0,0.0524017467249,0.0380717389841,0.0577049635712,0.000141886776027,0.0380717389841,1.0,0.4375,0.755555555556
29,0.00645361163367,0.0272477721319,0.00551510934486,0.00645361163367,0.0887110468381,0.13387642801,0.000285248352189,0.0887110468381,0.0162223142528,0.0195695122735,0.000398053967297,0.0162223140127,0.0160294338813,0.020805356864,8.94791982606e-05,0.0160294338592,0.00933694176016,0.0181711201716,0.000714284614296,0.00933693711459,0.62751385269,0.627274368131,0.386299338604,0.62751385269,0.0138888888889,0.0154639175258,0.0,0.0174672489083,0.0962386225017,0.14587001117,0.000269543019945,0.0962386225017,1.0,0.453125,0.0
30,0.00646480934038,0.027032593426,0.00685536030335,0.00646480934038,0.000516540615479,0.000708804983176,0.000202434314457,0.000516540615479,0.0128273828011,0.0154380904786,0.00047593306658,0.0128273826112,0.0107977993582,0.0140267985114,4.71209364907e-05,0.0107977993434,0.000635409755024,0.000907442326838,0.000685618287528,0.000635409438878,0.999227586524,0.999040214767,0.132565895954,0.999227586524,0.00925925925926,0.0103092783505,0.0,0.00873362445415,0.00728392461654,0.0110360604047,6.65486648622e-05,0.00728392461654,1.0,0.46875,0.0
31,0.00641255337574,0.0273184737067,0.00678531234385,0.00641255337574,0.0953746912179,0.14394416758,0.000220419181237,0.0953746912179,0.0269490476632,0.0324686818576,0.000490531009787,0.0269490472642,0.0304653173218,0.0395452097158,4.90932687128e-05,0.0304653172798,0.0164849143284,0.0324727378485,0.000673171252594,0.0164849061264,0.824423025244,0.824406412323,0.129296488553,0.824423025244,0.0277777777778,0.0309278350515,0.0,0.0262008733624,0.102962797388,0.156059873469,9.08242784597e-05,0.102962797388,1.0,0.484375,0.0
32,0.0063173728687,0.0268788943503,0.0063696944508,0.0063173728687,0.0107105671627,0.0161296668101,0.000277301550588,0.0107105671627,0.0191171910937,0.0230200360048,0.000490104755863,0.0191171908107,0.0181321017759,0.0235368522546,5.74091197136e-05,0.018132101751,0.00113329327355,0.00202923367365,0.000778215185329,0.00113329270968,0.998106516888,0.997859582299,0.173652499654,0.998106516888,0.00925925925926,0.0103092783505,0.0,0.0131004366812,0.0175770603391,0.0266625332781,0.000184996917416,0.0175770603391,1.0,0.5,0.0
33,0.0063136402998,0.027032593426,0.00680866166369,0.0063136402998,0.0984810517558,0.148660289787,0.000269773001704,0.0984810517558,0.00505801141889,0.00604571369173,0.00051736895979,0.00505801134401,0.0191007055191,0.024795960759,5.12972564411e-05,0.0191007054928,0.0101268854549,0.0197556032356,0.00073419139321,0.0101268804163,0.629200128052,0.629016738292,0.117957924591,0.629200128052,0.0138888888889,0.0154639175258,0.0,0.0131004366812,0.106103511636,0.160855794302,0.000138119870469,0.106103511636,1.0,0.515625,0.0
34,0.103616112753,0.186876558124,0.00674328356815,0.103616112753,0.357365970236,0.285205539471,0.495181519587,0.35736668192,0.259439147682,0.176365297308,0.299603021196,0.259439208379,0.50646253098,0.346234502937,0.659518324283,0.50646266725,0.0294125977985,0.0397669644557,0.0192547577308,0.0294125130873,0.998765214836,0.997307769334,0.999270646352,0.998765209176,0.0231481481481,0.0257731958763,0.0102040816327,0.0218340611354,0.359732445658,0.287805103182,0.495401654676,0.35973316347,1.0,0.53125,0.298888888889
35,0.436958777509,0.456135820799,0.418298394968,0.436958777509,0.36391916118,0.287877800903,0.5687521723,0.363919872865,0.744279136661,0.473731044328,0.929332927553,0.744279159238,0.332012485203,0.240833167248,0.406989081826,0.332012502529,0.046711954763,0.0523381262196,0.0433541246853,0.0467116512135,0.993019437752,0.994064310421,0.993620553967,0.993019437192,0.0648148148148,0.0412371134021,0.0459183673469,0.135371179039,0.340699949882,0.27144215277,0.53213735477,0.340700667694,1.0,0.546875,1.0
36,0.57617986503,0.320016845419,0.973367765797,0.57617986503,0.363459412988,0.259489054155,0.563473823026,0.363459412988,0.162505623454,0.0779759686446,0.258965993031,0.162505614784,0.256339164506,0.16674540566,0.352838885742,0.256339134361,0.0344163734105,0.0517501105905,0.0183143778837,0.0344163422713,0.992540603391,0.987780819276,0.996057440473,0.992540567251,0.037037037037,0.0360824742268,0.0204081632653,0.0829694323144,0.329526776753,0.252334881975,0.477106212925,0.329526776753,1.0,0.5625,1.0
37,0.485442981277,0.170301649806,0.9746893373,0.485442981277,0.138901600365,0.164746959631,0.0884625406594,0.138901315691,0.101987413221,0.0363419241126,0.190252799367,0.101987410951,0.018011289884,0.0234073709666,0.000438387244738,0.0180112708831,0.0148225462355,0.0290837709742,0.00192320111629,0.0148225108298,0.582124352044,0.582880980314,0.708124400226,0.582125952135,0.0231481481481,0.0257731958763,0.0,0.0305676855895,0.110015443006,0.166999275278,0.0016444635487,0.110015155881,1.0,0.578125,1.0
38,0.618230986294,0.387542997316,0.972798042393,0.618230986294,0.172786323132,0.215662246794,0.0883128061871,0.1727863943,0.128352278632,0.0683920361194,0.18972310515,0.128352276162,0.0217311769213,0.0281545418664,0.00054813230737,0.021731162465,0.0265896554314,0.052769157159,0.00206338213857,0.0265896492095,0.511162528146,0.509270133052,0.771656223565,0.511162791364,0.00925925925926,0.0103092783505,0.0,0.0698689956332,0.133977296758,0.203172448295,0.00166413516662,0.133977368539,1.0,0.59375,1.0
39,0.47847614142,0.161110445082,0.970379052858,0.47847614142,0.0487260491475,0.0284156198518,0.0881906763941,0.0487260491475,0.117365660006,0.0551906729569,0.189605781014,0.117365658268,0.02486620105,0.0322543648286,0.000631913906324,0.0248662010158,0.00610404156568,0.0116354330317,0.00215935570078,0.00610403852863,0.998870171435,0.998672705437,0.802890060982,0.998870171435,0.00925925925926,0.0103092783505,0.0,0.0218340611354,0.0195994236257,0.0295973407566,0.00175872635063,0.0195994236257,1.0,0.609375,1.0
40,0.475977186539,0.156585544295,0.967698550941,0.475977186539,0.159842205311,0.196341775143,0.0880610180522,0.159842134143,0.0993503427291,0.0338797582454,0.188677551413,0.0993503406887,0.0225760960543,0.0294041471555,0.00122924954515,0.0225760822234,0.0213307432477,0.0416713602381,0.00289055189376,0.021330725627,0.553365529772,0.556261601714,0.898271336303,0.55336574046,0.0138888888889,0.0154639175258,0.0,0.061135371179,0.13186448917,0.199964427895,0.00186922224701,0.131864417389,1.0,0.625,1.0
41,0.458760712473,0.133324726185,0.97319498083,0.458760712473,0.0383042835579,0.0130738724422,0.0878640210231,0.0383042835579,0.102948460184,0.0384218849088,0.188237114768,0.10294845866,0.0118468402501,0.0154179212318,0.000421963496338,0.0118468402337,0.00467446246898,0.00878462994772,0.00190087839757,0.00467446014322,0.996346351323,0.996256543995,0.730258284239,0.996346351323,0.00462962962963,0.00515463917526,0.0,0.0305676855895,0.0106045225309,0.0160296524187,0.00117945998479,0.0106045225309,1.0,0.640625,1.0
42,0.469297754487,0.149029697735,0.969412391017,0.469297754487,0.113964459899,0.127351853416,0.087537365652,0.113964459899,0.0960019276145,0.0301242676729,0.188055114372,0.0960019261932,0.0153455168511,0.0199819523138,0.000367423790728,0.0153455168299,0.0142252934414,0.0282087392856,0.00189743109164,0.0142252863636,0.689495226386,0.690917520632,0.669168398493,0.689495226386,0.0138888888889,0.0154639175258,0.0,0.0218340611354,0.086105558836,0.13063844526,0.00119159779159,0.086105558836,1.0,0.65625,1.0
43,0.576114545075,0.325577677976,0.968623184007,0.576114545075,0.177879137467,0.223937012885,0.0879154661071,0.177878568119,0.127704819659,0.0682833489526,0.18825058038,0.12770481625,0.0248525510207,0.0322451206391,0.000616821186029,0.0248525158694,0.0175041081277,0.0343093545712,0.00192434550884,0.0175040433569,0.585704938486,0.584708908488,0.820474747468,0.585705693747,0.0185185185185,0.020618556701,0.0,0.0218340611354,0.142353731107,0.215940090829,0.00164069664314,0.142353156858,1.0,0.671875,1.0
44,0.467752470961,0.148829888937,0.970864718711,0.467752470961,0.111287245119,0.123081609746,0.0877226516051,0.111287245119,0.096874328554,0.0311255167431,0.18816738464,0.0968743271197,0.0188266557358,0.0244413190733,0.000413280559375,0.0188266557099,0.0180018655075,0.0355042989782,0.0019251084372,0.0180018565507,0.799955294962,0.800170278156,0.725370933772,0.799955294962,0.0185185185185,0.020618556701,0.0,0.0786026200873,0.0835241636307,0.126328429796,0.00124684573978,0.0835241636307,1.0,0.6875,1.0
45,0.568612081579,0.314480604714,0.971172929733,0.568612081579,0.038711509433,0.0136659406629,0.0877147048035,0.038711509433,0.107458493738,0.0438940324462,0.18816931532,0.107458492147,0.00145085640815,0.00190286973735,0.000665516557942,0.00145085640615,0.00823321399957,0.0160735658723,0.00199764314475,0.00823320990316,0.644350797808,0.664754699422,0.854904922492,0.644350797808,0.0,0.0,0.0,0.0218340611354,0.00256502909363,0.00379972774496,0.0012112694095,0.00256502909363,1.0,0.703125,1.0
46,0.469191376273,0.155076219372,0.966559104133,0.469191376273,0.164479541561,0.203717689661,0.0878129941917,0.164479968572,0.104108406723,0.0398666187674,0.188137917957,0.10410840613,0.0257905108476,0.0335364341039,0.000690317255232,0.0257905313978,0.017057864397,0.0332180714387,0.002309652588,0.0170578979561,0.650837456632,0.651876378448,0.799476539397,0.650836912154,0.0185185185185,0.020618556701,0.0,0.0218340611354,0.137063744426,0.207540371835,0.00172315002036,0.137064175113,1.0,0.71875,1.0
47,0.562798605512,0.300518580681,0.970159569252,0.562798605512,0.144546681878,0.173285082138,0.0879899150905,0.144546966552,0.123490225398,0.0629632243046,0.188766012642,0.123490223949,0.0233947938621,0.030430262434,0.000708660334985,0.0233948009257,0.0216643591224,0.0432361664064,0.00218964678239,0.0216643763742,0.738640680894,0.739444919028,0.797287360502,0.738640567254,0.0277777777778,0.0309278350515,0.0,0.061135371179,0.109758609903,0.166423242299,0.00157749633878,0.109758897027,1.0,0.734375,1.0
48,0.490868270178,0.181146656584,0.96756779475,0.490868270178,0.481560610255,0.545169495115,0.365711391405,0.481559969739,0.447971335638,0.353629535254,0.409514359677,0.447971337926,0.57088353495,0.600121778514,0.389552569348,0.57088353305,0.202817106349,0.22382349383,0.183847551994,0.202816882803,0.99026574525,0.995557586347,0.974756256029,0.990265759084,0.222222222222,0.242268041237,0.198979591837,0.25327510917,0.455207316284,0.551457531065,0.279725384214,0.455206670253,0.0,0.75,1.0
49,0.483330347278,0.172404253161,0.980442609707,0.483330347278,0.48656659908,0.587820335458,0.363157958575,0.486566385575,0.38561294814,0.32136421989,0.315423965141,0.385612941482,0.533777764329,0.575031198003,0.332042831788,0.533777752778,0.17291656196,0.23478374689,0.11248622826,0.172916115029,0.989271283043,0.990960944634,0.977130703396,0.989271291494,0.199074074074,0.190721649485,0.112244897959,0.213973799127,0.460836253751,0.595266079995,0.276016237874,0.460836038408,0.0,0.765625,1.0
50,0.46979791872,0.140739169595,0.982992355433,0.46979791872,0.0488299550856,0.0285908324879,0.125992775103,0.0488299550856,0.105822140259,0.0378031546479,0.19718398003,0.105822138692,0.0235671433604,0.034249020347,0.016373152206,0.0235671433279,0.00512954291731,0.00710104031761,0.00454898861201,0.00512954036512,0.995918984454,0.999478596903,0.967571447327,0.995918984454,0.0324074074074,0.0154639175258,0.0204081632653,0.0349344978166,0.0203717892453,0.0312174607221,0.0384567573891,0.0203717892453,0.0,0.78125,1.0
51,0.465981367016,0.140523990889,0.977589322823,0.465981367016,0.0905508936267,0.0916119154052,0.0999954410454,0.0905508936267,0.100994748207,0.03486768054,0.19085856637,0.100994746712,0.0157562262962,0.0214045900219,0.00827198412122,0.0157562262745,0.0121396388637,0.0235338032681,0.00204576414474,0.0121396328237,0.823752452143,0.838643305359,0.996572345806,0.823752452143,0.0138888888889,0.0154639175258,0.0,0.0524017467249,0.0627455185925,0.0950495778044,0.0129255086055,0.0627455185925,0.0,0.796875,1.0
52,0.473681656663,0.160655495818,0.967479067335,0.473681656663,0.105014457871,0.114030103466,0.0879388882592,0.105014457871,0.107692340738,0.0442428598918,0.188023256655,0.107692339143,0.0145419050634,0.0188678399699,0.00104504998281,0.0145419050433,0.0101376633072,0.0196557884678,0.00179689408756,0.0101376582633,0.74157022485,0.741267486205,0.925238762172,0.74157022485,0.0185185185185,0.020618556701,0.0,0.0262008733624,0.0767412717301,0.116325136002,0.00176667870681,0.0767412717301,0.0,0.8125,1.0
