
r2,0.4,3,900,0.712809811517
r2,0.4,3,1800,0.683494038641
r2,0.4,3,3600,0.741115520282
r2,0.4,4,300,0.719822868048
r2,0.4,4,600,0.707527963816
r2,0.4,4,900,0.712809811517
r2,0.4,4,1800,0.683494038641
r2,0.4,4,3600,0.741115520282
r2,0.4,5,300,0.719822868048
r2,0.4,5,600,0.707527963816
r2,0.4,5,900,0.712809811517
r2,0.4,5,1800,0.683494038641
r2,0.4,5,3600,0.741115520282
r2,0.4,10,300,0.719822868048
r2,0.4,10,600,0.707527963816
r2,0.4,10,900,0.712809811517
r2,0.4,10,1800,0.683494038641
r2,0.4,10,3600,0.741115520282
r2,0.4,30,300,0.719822868048
r2,0.4,30,600,0.707527963816
r2,0.4,30,900,0.712809811517
r2,0.4,30,1800,0.683494038641
r2,0.4,30,3600,0.741115520282
r2,0.4,60,300,0.719822868048
r2,0.4,60,600,0.707527963816
r2,0.4,60,900,0.712809811517
r2,0.4,60,1800,0.683494038641
r2,0.4,60,3600,0.741115520282
r2,0.4,300,1800,0.683494038641
r2,0.4,300,3600,0.741115520282
r2,0.4,600,3600,0.741115520282
r2,0.4,900,3600,0.741115520282
r2,0.5,1,300,0.813241862432
r2,0.5,1,600,0.933793929218
r2,0.5,1,900,0.709002585975
r2,0.5,1,1800,0.708439273145
r2,0.5,1,3600,0.735119047619
r2,0.5,2,300,0.729261447673
r2,0.5,2,600,0.712672771318
r2,0.5,2,900,0.714893661291
r2,0.5,2,1800,0.708439273145
r2,0.5,2,3600,0.735119047619
r2,0.5,3,300,0.715198612412
r2,0.5,3,600,0.712672771318
r2,0.5,3,900,0.714893661291
r2,0.5,3,1800,0.708439273145
r2,0.5,3,3600,0.735119047619
r2,0.5,4,300,0.715198612412
r2,0.5,4,600,0.712672771318
r2,0.5,4,900,0.714893661291
r2,0.5,4,1800,0.708439273145
r2,0.5,4,3600,0.735119047619
r2,0.5,5,300,0.715198612412
r2,0.5,5,600,0.712672771318
r2,0.5,5,900,0.714893661291
r2,0.5,5,1800,0.708439273145
r2,0.5,5,3600,0.735119047619
r2,0.5,10,300,0.715198612412
r2,0.5,10,600,0.712672771318
r2,0.5,10,900,0.714893661291
r2,0.5,10,1800,0.708439273145
r2,0.5,10,3600,0.735119047619
r2,0.5,30,300,0.715198612412
r2,0.5,30,600,0.712672771318
r2,0.5,30,900,0.714893661291
r2,0.5,30,1800,0.708439273145
r2,0.5,30,3600,0.735119047619
r2,0.5,60,300,0.715198612412
r2,0.5,60,600,0.712672771318
r2,0.5,60,900,0.714893661291
r2,0.5,60,1800,0.708439273145
