,tablet computer charger,dish washer,air handling unit,fridge,htpc,freezer,kettle,lamp,laptop computer,stove,television,audio system,TABLET COMPUTER CHARGER,DISH WASHER,AIR HANDLING UNIT,FRIDGE,HTPC,FREEZER,KETTLE,LAMP,LAPTOP COMPUTER,STOVE,TELEVISION,AUDIO SYSTEM,mix
2012-07-01 20:15:00+02:00,11.0,2173.0,0.0,2.0,210.0,54.0,0.0,2.0,41.0,0.0,160.0,50.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-01 20:30:00+02:00,11.0,2.0,0.0,919.0,212.0,873.0,0.0,2.0,41.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-01 20:45:00+02:00,11.0,2.0,0.0,72.0,210.0,846.0,0.0,2.0,41.0,0.0,160.0,117.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-01 21:00:00+02:00,11.0,0.0,0.0,2.0,2.0,880.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,False
2012-07-01 21:15:00+02:00,11.0,0.0,0.0,955.0,212.0,62.0,0.0,2.0,47.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-01 21:30:00+02:00,11.0,0.0,0.0,2.0,212.0,835.0,0.0,2.0,43.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-01 21:45:00+02:00,11.0,0.0,0.0,902.0,212.0,861.0,0.0,2.0,43.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-01 22:00:00+02:00,9.0,0.0,0.0,79.0,212.0,58.0,0.0,2.0,43.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,True
2012-07-01 22:15:00+02:00,9.0,0.0,0.0,17.0,212.0,844.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-01 22:30:00+02:00,6.0,0.0,0.0,870.0,212.0,897.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-01 22:45:00+02:00,6.0,0.0,0.0,72.0,212.0,56.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,True
2012-07-01 23:00:00+02:00,4.0,0.0,0.0,2.0,212.0,865.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-01 23:15:00+02:00,4.0,0.0,0.0,921.0,212.0,846.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-01 23:30:00+02:00,4.0,0.0,0.0,70.0,212.0,56.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,True
2012-07-01 23:45:00+02:00,6.0,0.0,0.0,976.0,212.0,71.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-02 00:00:00+02:00,4.0,0.0,0.0,77.0,212.0,794.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-02 00:15:00+02:00,4.0,0.0,0.0,2.0,212.0,56.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,True
2012-07-02 00:30:00+02:00,2.0,0.0,0.0,934.0,212.0,869.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-02 00:45:00+02:00,2.0,0.0,0.0,75.0,212.0,54.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,True
2012-07-02 01:00:00+02:00,4.0,0.0,0.0,15.0,212.0,869.0,0.0,2.0,2.0,0.0,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-02 01:15:00+02:00,2.0,0.0,0.0,925.0,212.0,69.0,0.0,2.0,0.0,0.0,160.0,127.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-02 01:30:00+02:00,2.0,0.0,0.0,70.0,2.0,54.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 01:45:00+02:00,2.0,0.0,0.0,2.0,2.0,865.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 02:00:00+02:00,2.0,0.0,0.0,985.0,2.0,852.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 02:15:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 02:30:00+02:00,2.0,0.0,0.0,243.0,2.0,871.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 02:45:00+02:00,2.0,0.0,0.0,79.0,2.0,861.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 03:00:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 03:15:00+02:00,2.0,0.0,0.0,927.0,2.0,891.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 03:30:00+02:00,2.0,0.0,0.0,75.0,2.0,861.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 03:45:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 04:00:00+02:00,2.0,0.0,0.0,906.0,2.0,677.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 04:15:00+02:00,2.0,0.0,0.0,72.0,2.0,469.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 04:30:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 04:45:00+02:00,2.0,0.0,0.0,980.0,2.0,886.0,4.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 05:00:00+02:00,2.0,0.0,0.0,72.0,2.0,863.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 05:15:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 05:30:00+02:00,2.0,0.0,0.0,925.0,2.0,880.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 05:45:00+02:00,2.0,0.0,0.0,70.0,2.0,529.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 06:00:00+02:00,2.0,0.0,0.0,2.0,2.0,876.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 06:15:00+02:00,2.0,0.0,0.0,972.0,2.0,62.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 06:30:00+02:00,2.0,0.0,0.0,2.0,2.0,871.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 06:45:00+02:00,2.0,0.0,0.0,951.0,2.0,878.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 07:00:00+02:00,2.0,0.0,0.0,83.0,2.0,58.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 07:15:00+02:00,2.0,0.0,0.0,2.0,2.0,888.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 07:30:00+02:00,2.0,0.0,0.0,931.0,2.0,794.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 07:45:00+02:00,2.0,0.0,0.0,81.0,2.0,56.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 08:00:00+02:00,2.0,0.0,0.0,2.0,2.0,617.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 08:15:00+02:00,2.0,0.0,0.0,938.0,2.0,944.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 08:30:00+02:00,2.0,0.0,0.0,81.0,2.0,56.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 08:45:00+02:00,2.0,0.0,0.0,2.0,2.0,837.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 09:00:00+02:00,2.0,0.0,0.0,859.0,2.0,803.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 09:15:00+02:00,2.0,0.0,0.0,79.0,2.0,56.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 09:30:00+02:00,4.0,0.0,0.0,17.0,2.0,62.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 09:45:00+02:00,2.0,0.0,73.0,921.0,2.0,809.0,0.0,2.0,45.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 10:00:00+02:00,2.0,0.0,0.0,72.0,2.0,54.0,0.0,2.0,43.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 10:15:00+02:00,2.0,0.0,0.0,2.0,2.0,814.0,0.0,2.0,43.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 10:30:00+02:00,2.0,0.0,0.0,927.0,2.0,873.0,0.0,2.0,43.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 10:45:00+02:00,2.0,0.0,0.0,70.0,2.0,54.0,0.0,2.0,43.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 11:00:00+02:00,4.0,0.0,0.0,966.0,2.0,54.0,0.0,2.0,41.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 11:15:00+02:00,2.0,0.0,0.0,81.0,2.0,820.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 11:30:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 11:45:00+02:00,2.0,0.0,0.0,946.0,2.0,824.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 12:00:00+02:00,2.0,0.0,0.0,77.0,2.0,54.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 12:15:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 12:30:00+02:00,2.0,0.0,0.0,934.0,2.0,880.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 12:45:00+02:00,2.0,0.0,0.0,75.0,2.0,54.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 13:00:00+02:00,2.0,0.0,0.0,2.0,2.0,794.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-02 13:15:00+02:00,2.0,0.0,0.0,908.0,2.0,56.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
